Protein A,Protein B
SUFU,HNRNPA1
SUFU,LGALS3
SUFU,MAPKSP1
SUFU,MID1IP1
SUFU,NCOA3
SUFU,PEX26
SUFU,QPRT
SUFU,RBPJ
SUFU,RCN3
SUFU,SAP18
SUFU,SETDB1
SUFU,ZNF219
SUFU,ZNF446
SUFU,ZNF764
SUGT1,S100A6
SUGT1,S100B
SUGT1,S100P
SUGT1,SKP1
SULT1E1,BMPR2
SULT1E1,C14orf1
SULT1E1,C1orf103
SULT1E1,C7orf64
SULT1E1,COPS6
SULT1E1,IGSF21
SULT2B1,ALS2CR12
SULT2B1,SULT1E1
SUMF2,FBXW7
SUMF2,ZFYVE9
SUMO1,AR
SUMO1,C11orf65
SUMO1,DAXX
SUMO1,ETV6
SUMO1,FAS
SUMO1,FASLG
SUMO1,FOS
SUMO1,HDAC4
SUMO1,HIPK2
SUMO1,HIPK3
SUMO1,HSF1
SUMO1,JUN
SUMO1,MDM2
SUMO1,MITF
SUMO1,MSX1
SUMO1,NCOA1
SUMO1,NCOA2
SUMO1,NFKBIA
SUMO1,NR3C1
SUMO1,PARK7
SUMO1,PML
SUMO1,RAD51
SUMO1,SLC2A1
SUMO1,SOX6
SUMO1,SP100
SUMO1,SP3
SUMO1,SREBF1
SUMO1,SREBF2
SUMO1,TDG
SUMO1,TNFRSF1A
SUMO1,TOE1
SUMO1,TOP1
SUMO1,TOP2A
SUMO1,TOP2B
SUMO1,TP53
SUMO1,TRIM24
SUMO1,TTRAP
SUMO2,BLM
SUMO2,CCNE2
SUMO2,CENPC1
SUMO2,CHD3
SUMO2,CUL3
SUMO2,FOS
SUMO2,HSF2
SUMO2,JUN
SUMO2,KALRN
SUMO2,MAF1
SUMO2,MSX1
SUMO2,PML
SUMO2,RANGAP1
SUMO2,SAE1
SUMO2,SETDB1
SUMO2,SOX6
SUMO2,SP100
SUMO2,TDG
SUMO2,TP53BP2
SUMO2,UBA2
SUMO3,BLM
SUMO3,CCNE2
SUMO3,CEBPA
SUMO3,CUL3
SUMO3,FOS
SUMO3,HSF2
SUMO3,JUN
SUMO3,KALRN
SUMO3,RANGAP1
SUMO3,SOX6
SUMO3,TDG
SUMO3,TP53BP2
SUMO4,ACADM
SUMO4,ACO2
SUMO4,ACTG1
SUMO4,ALDOA
SUMO4,ARHGDIA
SUMO4,ATP5B
SUMO4,C1orf128
SUMO4,CALR
SUMO4,CAT
SUMO4,CCT2
SUMO4,CCT5
SUMO4,CCT6A
SUMO4,CCT7
SUMO4,CLIC1
SUMO4,DNAJA1
SUMO4,DNAJB11
SUMO4,EIF3I
SUMO4,ENO1
SUMO4,ENO2
SUMO4,FOS
SUMO4,G6PD
SUMO4,GAPDH
SUMO4,GMPS
SUMO4,GNB2L1
SUMO4,GSTP1
SUMO4,HNRNPD
SUMO4,HNRNPF
SUMO4,HNRNPH1
SUMO4,HNRNPL
SUMO4,HSPA1B
SUMO4,HSPA5
SUMO4,HSPA8
SUMO4,HSPA9
SUMO4,HSPD1
SUMO4,IDH1
SUMO4,IDH3A
SUMO4,IMPDH2
SUMO4,JUN
SUMO4,LDHB
SUMO4,LMNA
SUMO4,LMNB1
SUMO4,MRPS22
SUMO4,NFKBIA
SUMO4,NR3C1
SUMO4,PA2G4
SUMO4,PAFAH1B3
SUMO4,PDIA3
SUMO4,PDIA6
SUMO4,PGK1
SUMO4,PHB
SUMO4,PHGDH
SUMO4,PPA1
SUMO4,PRDX2
SUMO4,PRDX3
SUMO4,PRDX4
SUMO4,PRDX6
SUMO4,PRPS1
SUMO4,PSMC2
SUMO4,RPSA
SUMO4,SF3B4
SUMO4,SPINT2
SUMO4,STAT1
SUMO4,STAT3
SUMO4,STIP1
SUMO4,STOML2
SUMO4,STRAP
SUMO4,TFAP2A
SUMO4,TOP2A
SUMO4,TPM3
SUMO4,TUBA1C
SUMO4,TXNL1
SUMO4,UBE2V1
SUMO4,VCP
SUMO4,VDAC1
SUMO4,ZNF259
SUN1,TSNAX
SUPT16H,GTF2E2
SUPT16H,HIST1H2AI
SUPT16H,MCM3
SUPT3H,MYC
SUPT4H1,HTATSF1
SUPT4H1,XRCC5
SUPT5H,C9orf78
SUPT5H,DCAF6
SUPT5H,HTATSF1
SUPT5H,PHYHIP
SUPT5H,PIN1
SUPT5H,PNO1
SUPT5H,PPP2R2D
SUPT5H,SAP30BP
SUPT5H,SUPT4H1
SUPT5H,ZFYVE9
SUPV3L1,ADAP1
SURF2,B4GALT3
SUSD1,ATF7IP
SUV39H1,DNMT1
SUV39H1,HIST3H3
SUV39H1,MBD1
SUV39H1,MYOD1
SUV39H1,RB1
SUV39H1,RBL1
SUV39H1,RBL2
SUV39H1,RUNX1
SUV39H2,CGGBP1
SUV39H2,SMAD5
SV2A,LAMA5
SV2B,SYT1
SVEP1,ATF7IP
SVEP1,SMAD9
SVEP1,ZFYVE9
SVIL,ACTB
SVIL,ACTN1
SVIL,ACTN4
SVIL,AMOTL2
SVIL,AR
SVIL,ATRX
SVIL,BUB1
SVIL,CAMP
SVIL,CENPF
SVIL,CLTC
SVIL,CTBP2
SVIL,CTTN
SVIL,DYNLT1
SVIL,FLNA
SVIL,FLOT1
SVIL,FLOT2
SVIL,GLIPR2
SVIL,GNAI2
SVIL,GNB2
SVIL,GOLGA2
SVIL,GPSM3
SVIL,HAX1
SVIL,HMMR
SVIL,HSP90AA1
SVIL,HSPA5
SVIL,ITGB3BP
SVIL,KIF14
SVIL,KIF22
SVIL,KIF4A
SVIL,KIFC3
SVIL,KRT18
SVIL,LIMA1
SVIL,LMNA
SVIL,LMNB2
SVIL,LPP
SVIL,LUC7L2
SVIL,MAD1L1
SVIL,MIF4GD
SVIL,MKL2
SVIL,MLL
SVIL,MMP25
SVIL,MPHOSPH9
SVIL,MYH10
SVIL,MYH9
SVIL,MYL12A
SVIL,MYLK
SVIL,MYO1G
SVIL,NEB
SVIL,NME2
SVIL,ODF2
SVIL,P2RX7
SVIL,PAN3
SVIL,SH3PXD2A
SVIL,SPTAN1
SVIL,STOM
SVIL,TGFB1I1
SVIL,TNFAIP1
SVIL,TRIP6
SVIL,UXT
SWAP70,CELSR3
SWAP70,PARP1
SYK,BTK
SYK,CBLB
SYK,CD19
SYK,CD22
SYK,CD79A
SYK,CSF3R
SYK,CTTN
SYK,DBNL
SYK,DUSP3
SYK,EPOR
SYK,FCER1G
SYK,FCGR1A
SYK,FCGR2A
SYK,FYN
SYK,HCLS1
SYK,IL15RA
SYK,ITGB2
SYK,JAK1
SYK,LAX1
SYK,LCK
SYK,MAP4K1
SYK,MAPK3
SYK,MS4A2
SYK,PIK3AP1
SYK,PLCG2
SYK,POU2AF1
SYK,PRKCA
SYK,PRKD1
SYK,PTPN6
SYK,RPS6KA1
SYK,SH3BP2
SYK,SHC1
SYK,SLC4A1
SYK,SNCA
SYK,SRC
SYK,STAT3
SYK,TLR4
SYK,TUBA4A
SYK,TYROBP
SYK,UBB
SYK,VAV2
SYMPK,CSTF2
SYMPK,HSF1
SYMPK,HTT
SYN1,CRK
SYN1,GRB2
SYN1,MAPK3
SYN1,NCF1
SYN1,PFN2
SYN1,PIK3R1
SYN1,PLCG1
SYN1,RASA1
SYN1,S100A1
SYN1,SPTAN1
SYN1,SRC
SYN1,VIM
SYN2,SYN1
SYN3,SYN1
SYN3,SYN2
SYNC,DES
SYNC,DTNA
SYNCRIP,HNRNPD
SYNCRIP,INSR
SYNCRIP,PABPC1
SYNCRIP,PCSK7
SYNCRIP,SMN1
SYNCRIP,SYT1
SYNCRIP,SYT2
SYNCRIP,SYT4
SYNE1,ACTC1
SYNE1,DISC1
SYNE1,EMD
SYNE1,LMNA
SYNE1,MUSK
SYNE2,ACTC1
SYNGAP1,DLG3
SYNGAP1,DLG4
SYNGAP1,GRIN1
SYNGAP1,GRIN2B
SYNGAP1,GRIN2D
SYNGAP1,MPDZ
SYNGAP1,TRIP6
SYNGAP1,ULK1
SYNGAP1,ULK2
SYNJ1,AMPH
SYNJ1,BIN1
SYNJ1,CDK5
SYNJ1,EPHB2
SYNJ1,EPS15
SYNJ1,GRB2
SYNJ1,ITSN1
SYNJ1,PACSIN1
SYNJ1,PACSIN3
SYNJ1,PPP3CA
SYNJ1,SH3GL1
SYNJ1,SH3GL2
SYNJ1,SH3GL3
SYNJ1,SH3KBP1
SYNJ2,GRB2
SYNJ2,ITSN2
SYNJ2,NCK1
SYNJ2,RAC1
SYNJ2BP,ACTB
SYNJ2BP,ACVR2A
SYNJ2BP,ACVR2B
SYNJ2BP,LRP1
SYNJ2BP,LRP2
SYNJ2BP,RALBP1
SYNJ2BP,SYNJ2
SYNM,DES
SYNM,DTNA
SYNPO,MAGI1
SYNRG,AP1G1
SYNRG,AP1G2
SYNRG,SCAMP1
SYP,VAMP2
SYPL1,VAMP2
SYT1,CALM1
SYT1,FGF1
SYT1,GNB2L1
SYT1,GOLM1
SYT1,NR1H3
SYT1,NR3C1
SYT1,PPARG
SYT1,TFAP2A
SYT11,PARK2
SYT11,SYNCRIP
SYT13,NRXN1
SYT16,SYT14
SYT17,APTX
SYT17,TSC22D4
SYT3,AP2A1
SYT3,SNAP25
SYT3,SYNCRIP
SYT3,SYT5
SYT4,SGTA
SYT4,STX1A
SYT4,STX4
SYT4,SYT1
SYT7,AP2A1
SYT7,NRXN1
SYT7,STX1A
SYT7,STX2
SYT7,STX4
SYT7,SYNCRIP
SYT8,SYNCRIP
SYT9,CSNK1A1
SYT9,SNAP25
SYT9,SYNCRIP
SYT9,TRPV1
SYT9,TUBB
SYTL1,NCF1
SYTL1,NCF2
SYTL1,NRXN1
SYTL1,RAB27A
SYTL2,PPP1CA
SYTL2,RAB27A
SYTL3,NRXN1
SYTL3,RAB27A
SYTL4,CCDC85B
SYTL4,INS
SYTL4,RAB27A
SYTL4,RAB3A
SYTL4,RAB8A
SYTL4,STX1A
SYTL5,RAB27A
SYTL5,RAB3A
SYTL5,RAB6A
SYVN1,ERN1
SYVN1,TP53
TAC1,BAT3
TAC1,FN1
TAC1,TACR1
TAC1,TACR2
TAC1,TACR3
TAC3,CCDC90B
TAC3,FEZ1
TAC3,GPRASP1
TAC3,IKBKAP
TAC3,TACR1
TAC3,TACR2
TAC3,TACR3
TAC3,UBR1
TAC4,TACR1
TAC4,TACR2
TAC4,TACR3
TACC1,AURKA
TACC1,AURKB
TACC1,LSM7
TACC1,SNRPG
TACC1,YEATS4
TACC2,YEATS4
TACC3,TTF2
TADA2A,EXOC8
TADA2A,FAM107A
TADA2A,HGS
TADA3,ADPGK
TADA3,CCDC101
TADA3,EP300
TADA3,FAM107B
TADA3,RXRA
TADA3,SAP18
TADA3,TADA2A
TADA3,TP53
TAF1,CCNA2
TAF1,CCND1
TAF1,EWSR1
TAF1,FOS
TAF1,GFI1B
TAF1,GTF2A1
TAF1,GTF2F1
TAF1,HMGB1
TAF1,HSF1
TAF1,JUN
TAF1,MDM2
TAF1,MSX1
TAF1,RB1
TAF1,RBL1
TAF1,RBL2
TAF1,RELA
TAF10,ESR1
TAF10,POLR2A
TAF10,TAF1
TAF10,TAF13
TAF10,TAF2
TAF10,TAF4
TAF10,TAF5
TAF10,TAF6
TAF10,TAF7
TAF10,TBP
TAF11,CPSF1
TAF11,RELA
TAF11,RXRA
TAF11,RXRB
TAF11,TAF1
TAF11,TAF10
TAF11,TAF13
TAF11,TAF2
TAF11,TAF4
TAF11,TAF5
TAF11,TAF6
TAF11,TAF7
TAF11,TBP
TAF11,TRIM24
TAF12,CPSF1
TAF12,TAF1
TAF12,TAF10
TAF12,TAF11
TAF12,TAF15
TAF12,TAF2
TAF12,TAF4
TAF12,TAF5
TAF12,TAF6
TAF12,TAF7
TAF12,TBP
TAF13,CPSF1
TAF13,TAF15
TAF13,TBP
TAF15,SAFB
TAF15,SF1
TAF15,TAF1
TAF15,TAF7
TAF1A,CD3EAP
TAF1A,TBP
TAF1A,TP53
TAF1B,TAF1A
TAF1B,TBP
TAF1B,TP53
TAF1B,TRIM24
TAF1C,TAF1A
TAF1C,TAF1B
TAF1C,TBP
TAF1C,TP53
TAF1C,TRIM24
TAF1D,POLB
TAF1D,UBTF
TAF1L,TBP
TAF2,TAF1
TAF3,TAF10
TAF4,CBX5
TAF4,CREM
TAF4,GTF2A1
TAF4,GTF2A2
TAF4,HTT
TAF4,SP1
TAF4,TAF1
TAF4,TAF2
TAF4,TAF7
TAF4B,RELA
TAF5,CPSF1
TAF5,GTF2F2
TAF5,TAF1
TAF5,TAF15
TAF5,TAF2
TAF5,TAF4
TAF5,TAF6
TAF5,TAF7
TAF5,TBP
TAF6,CIITA
TAF6,GTF2E1
TAF6,RELA
TAF6,SH3KBP1
TAF6,TAF1
TAF6,TAF2
TAF6,TAF4
TAF6,TAF7
TAF6L,STX11
TAF7,AHR
TAF7,CPSF1
TAF7,HSF1
TAF7,TAF1
TAF7,TAF2
TAF7,TRIM24
TAF8,TAF1
TAF8,TAF10
TAF8,TAF11
TAF8,TAF12
TAF8,TAF2
TAF8,TAF4
TAF8,TAF5
TAF8,TAF6
TAF8,TAF7
TAF8,TAF9
TAF9,CEBPB
TAF9,COIL
TAF9,ELF3
TAF9,GTF2B
TAF9,HCFC1
TAF9,HSF1
TAF9,KPNA6
TAF9,MLL
TAF9,NFATC2
TAF9,RNF138
TAF9,SF3B3
TAF9,TAF1
TAF9,TAF10
TAF9,TAF11
TAF9,TAF12
TAF9,TAF2
TAF9,TAF4
TAF9,TAF5
TAF9,TAF6
TAF9,TAF6L
TAF9,TAF7
TAF9,TP53
TAF9,UBA1
TAF9B,TP53
TAGLN,ACTA1
TAL1,GATA3
TAL1,LMO1
TAL1,LMO2
TAL1,SKP2
TAL1,STUB1
TAL1,TCF3
TAL2,LMO2
TAL2,TCF3
TANC1,ACTB
TANC1,CAMK2A
TANC1,CASK
TANC1,DLG1
TANC1,DLG4
TANC1,DLGAP1
TANC1,GRIA1
TANC1,GRIN2B
TANC1,HOMER1
TANC1,INA
TANC1,SHANK1
TANC1,SPTAN1
TANK,IKBKB
TANK,IKBKG
TANK,TRAF1
TANK,TRAF2
TANK,TRAF3
TANK,USP7
TANK,ZC3H12A
TAOK1,MAP2K3
TAOK1,MARK1
TAOK2,ELK1
TAOK2,MAP2K3
TAOK2,MAP2K6
TAOK2,MEGF10
TAOK2,TUBA4A
TAOK2,TUBB
TAOK3,ERN1
TAOK3,TRAF2
TAP1,ESR1
TAP1,HLA-F
TAP1,HLA-G
TAP1,KRTAP4-12
TAP1,MDFI
TAP2,HLA-C
TAP2,HLA-G
TAP2,TAP1
TAPBP,COPB1
TAPBP,COPG2
TAPBP,HLA-A
TAPBP,HLA-C
TAPBP,TAP1
TAPBP,TAP2
TARBP2,EIF2AK2
TARBP2,EIF2C2
TARBP2,HDHD2
TARBP2,PRKRA
TARDBP,NSFL1C
TARDBP,SETDB1
TARDBP,ZHX1
TARS,HARS
TASP1,GTF2A1
TASP1,MLL
TAX1BP1,ARHGAP1
TAX1BP1,TBC1D17
TAX1BP1,TNFAIP3
TAX1BP1,TRAF6
TAX1BP3,GLS
TAX1BP3,GLS2
TAX1BP3,RTKN
TAZ,RUNX1
TBC1D1,YWHAG
TBC1D10A,EZR
TBC1D10A,SLC9A3R1
TBC1D10A,SLC9A3R2
TBC1D10C,PPP3R2
TBC1D17,ASCC2
TBC1D3C,RAB5A
TBC1D3F,CDC42
TBC1D3F,RAB5A
TBC1D3F,RAC1
TBC1D4,C12orf35
TBC1D4,C3orf63
TBC1D4,CDK5RAP2
TBC1D4,EP400
TBC1D4,NAV1
TBC1D4,NFAT5
TBC1D4,RBM12
TBC1D4,TOPBP1
TBC1D4,ZMIZ1
TBC1D5,GABARAPL2
TBC1D7,TSC1
TBCB,TUBA4A
TBCB,USP7
TBCD,ARL2
TBCD,DEXI
TBCD,SMAD9
TBCD,TUBB
TBCE,TBCD
TBCE,TUBA4A
TBK1,AZI2
TBK1,CDC37
TBK1,HSP90AB1
TBK1,MAVS
TBK1,NCK1
TBK1,NFKBIA
TBK1,TANK
TBK1,TICAM1
TBK1,TRAF2
TBL1X,CTNNB1
TBL1X,TBL1XR1
TBL1XR1,CORO2A
TBL1XR1,GPS2
TBL1XR1,HDAC3
TBL1XR1,HIST1H4F
TBL1XR1,HIST2H2BE
TBL1XR1,NCOR1
TBL3,ITSN2
TBL3,URM1
TBP,BCL3
TBP,CREM
TBP,CXXC1
TBP,EMID2
TBP,ESR1
TBP,FATE1
TBP,FOS
TBP,GTF2E1
TBP,GTF2E2
TBP,GTF2F2
TBP,HAP1
TBP,HMGB1
TBP,HSF1
TBP,HTT
TBP,JUN
TBP,JUND
TBP,MCM2
TBP,MDM2
TBP,MSX1
TBP,NFYB
TBP,NR3C1
TBP,PIAS1
TBP,PIAS3
TBP,POU2F1
TBP,POU2F2
TBP,PSMC2
TBP,REL
TBP,RELA
TBP,RNF4
TBP,RUVBL1
TBP,RXRA
TBP,TAF1
TBP,TAF7L
TBP,TP53
TBP,WDR62
TBP,ZNF76
TBPL1,ABCF3
TBPL1,C2orf18
TBPL1,GTF2A1
TBPL1,GTF2A2
TBPL1,GTF2B
TBPL1,IRAK4
TBPL1,PLIN3
TBPL1,PTCD3
TBPL1,RAB35
TBR1,CASK
TBX19,NR5A1
TBX2,NKX2-5
TBX4,FAM46A
TBX5,NKX2-5
TBXA2R,GNA11
TBXA2R,NME2
TBXA2R,RAB11A
TCAP,MDM2
TCAP,MSTN
TCEA1,GTF2E1
TCEA2,AKT1S1
TCEA2,CAMKV
TCEA2,CDK11B
TCEA2,CENPT
TCEA2,DCAF10
TCEA2,EAF2
TCEA2,FAM190B
TCEA2,FBF1
TCEA2,GRIPAP1
TCEA2,GTF2B
TCEA2,TAX1BP3
TCEA2,WDR47
TCEAL1,RFC1
TCEB1,TCEB2
TCEB1,USP33
TCEB1,VHL
TCEB2,ASB2
TCEB2,ASB8
TCEB2,TCEB3
TCEB2,VHL
TCEB3,MED21
TCEB3,NINL
TCEB3B,TCEB1
TCEB3B,TCEB2
TCEB3C,TCEB1
TCEB3C,TCEB2
TCERG1,BARD1
TCERG1,CHAF1A
TCERG1,CHD3
TCERG1,DNAJB9
TCERG1,HNRNPH1
TCERG1,HNRNPM
TCERG1,HSPA1A
TCERG1,HSPA5
TCERG1,HSPA8
TCERG1,HTT
TCERG1,LUC7L
TCERG1,NPM1
TCERG1,PCBP1
TCERG1,PIAS4
TCERG1,POLR2A
TCERG1,SETDB1
TCERG1,SF1
TCERG1,SF3A1
TCERG1,SF3B1
TCERG1,SFRS1
TCERG1,U2AF2
TCF12,CREBBP
TCF12,EP300
TCF12,ID1
TCF12,ID2
TCF12,PRSS23
TCF12,TCF3
TCF20,ESR1
TCF20,JUN
TCF20,RNF4
TCF21,LMO4
TCF21,TCF3
TCF3,ASCL3
TCF3,CALM1
TCF3,CALM3
TCF3,CREBBP
TCF3,CTNNB1
TCF4,ASCL1
TCF4,CALM1
TCF4,CALM2
TCF4,CALM3
TCF4,CTNNB1
TCF4,EP300
TCF4,HBP1
TCF4,ID2
TCF4,ID3
TCF4,JUP
TCF4,MYOD1
TCF4,NEUROD1
TCF4,PARP1
TCF4,XRCC5
TCF4,XRCC6
TCF7L1,CTNNB1
TCF7L2,CTNNB1
TCF7L2,EP300
TCF7L2,JUP
TCF7L2,PSEN1
TCHP,CCDC85B
TCHP,KRT14
TCHP,KRT16
TCHP,KRT18
TCHP,KRT5
TCHP,KRT6A
TCHP,KRT8
TCL1A,AKT1
TCL1A,AKT2
TCL1A,CALCOCO2
TCL1A,HIST3H2A
TCL1B,AKT1
TCL1B,AKT2
TCL1B,TNPO2
TCL6,AKT1
TCOF1,CSNK2A2
TCOF1,NOP56
TCOF1,PCNA
TCOF1,UBTF
TCP10,PARD6B
TCP10L,MXD4
TCTEX1D4,ACVR2A
TCTEX1D4,ENG
TCTEX1D4,TGFBR2
TCTEX1D4,TGFBR3
TDG,BAT1
TDG,CREBBP
TDG,ESR1
TDG,JUN
TDG,NKX2-1
TDG,PML
TDG,RXRA
TDG,SMAD4
TDG,SNIP1
TDG,XPC
TDGF1,BAT3
TDGF1,C1orf103
TDGF1,COPS6
TDH,GCAT
TDO2,ASMTL
TDP1,TOP1
TDRD7,CDK17
TDRD7,GABPB1
TDRD7,TACC1
TEAD1,MAX
TEAD1,MEF2B
TEAD1,MEF2C
TEAD1,MYH7
TEAD1,TBP
TEAD3,WWTR1
TEAD4,CCDC85B
TEAD4,WWTR1
TEC,BMX
TEC,BTK
TEC,DOK1
TEC,JAK1
TEC,JAK2
TEC,KIT
TEC,PIP4K2A
TEC,PIP5K1A
TEC,PRLR
TEC,VAV1
TEC,WAS
TEK,DOK4
TEK,GRB2
TEK,PIK3R1
TEK,PTPRB
TEK,SHC1
TENC1,AXL
TENC1,ITGB3
TENC1,ITGB5
TENC1,ITGB7
TEP1,PRKCA
TEP1,TERT
TEP1,TP53
TERF1,ATM
TERF1,DLG5
TERF1,FBXO4
TERF1,GIT1
TERF1,RIC8A
TERF1,SMAD9
TERF1,TNKS2
TERF1,UTP14A
TERF1,ZBTB16
TERF1,ZHX1
TERF2,XRCC6
TERF2IP,RAD50
TERF2IP,TERF2
TERT,HSP90AA1
TERT,MTOR
TERT,NCL
TERT,PRKCA
TERT,RELA
TERT,RPS6KB1
TERT,XRCC6
TERT,YWHAQ
TES,ACTL7A
TES,ACTN1
TES,ENAH
TES,EVL
TES,TLN1
TES,VASP
TES,ZYX
TESC,CCDC91
TESC,HMG20A
TESC,SLC9A1
TESK1,CFL1
TESK1,YWHAB
TESK2,CFL1
TESK2,DSTN
TESK2,YWHAB
TEX10,PTPN12
TEX11,ALS2CR11
TEX11,C10orf82
TEX11,CCDC11
TEX11,COL20A1
TEX11,DUSP6
TEX11,EFHC1
TEX11,HYI
TEX11,KIAA0408
TEX11,KIAA1217
TEX11,LIN37
TEX11,MAD1L1
TEX11,MEF2B
TEX11,NECAB2
TEX11,NRIP1
TEX11,POM121
TEX11,RIBC2
TEX11,SNX7
TEX11,STMN2
TEX11,TCHP
TEX11,TSC22D4
TEX11,ZNF414
TEX28,EPS8
TF,CALR
TF,CANX
TF,IGFBP1
TF,IGFBP2
TF,IGFBP3
TF,IGFBP4
TF,IGFBP5
TF,IGFBP6
TF,TUBB3
TFAM,PNP
TFAP2A,APC
TFAP2A,CTNNB1
TFAP2B,HIST1H2AC
TFAP2B,MYC
TFAP2B,SYT4
TFAP2B,VPS11
TFAP2B,YEATS4
TFAP2C,CITED1
TFAP2C,TP53
TFB1M,POLRMT
TFB1M,TFAM
TFB2M,PNP
TFB2M,POLRMT
TFB2M,TFAM
TFCP2,COIL
TFCP2L1,UBP1
TFDP2,E2F1
TFDP2,E2F2
TFDP2,E2F3
TFDP2,E2F4
TFDP2,YWHAE
TFE3,HMGB1
TFE3,MITF
TFEB,MITF
TFEB,TFE3
TFEC,MITF
TFEC,TFE3
TFEC,TFEB
TFF1,GKN2
TFF1,UBQLN1
TFF1,UBQLN4
TFG,ARL15
TFG,C14orf1
TFG,KIAA1377
TFG,PLSCR1
TFG,TRIM25
TFIP11,TUFT1
TFPI,MMP12
TFPI,MMP7
TFPI,MMP8
TFPI2,F11
TFPI2,KLKB1
TFPI2,PLG
TFPT,EAF1
TFPT,ELL
TFPT,NOL3
TFPT,RUNDC3A
TFPT,TCF3
TFR2,HFE
TFR2,TF
TFRC,CD247
TFRC,RAB5B
TFRC,TF
TG,APCS
TG,ASGR1
TG,CANX
TG,HSPA5
TGFA,ADAM10
TGFA,EGFR
TGFA,ELANE
TGFA,ERBB2
TGFA,ERBB4
TGFA,GORASP1
TGFA,MAGI2
TGFA,MAGI3
TGFA,NKD2
TGFA,RHBDF1
TGFA,SDCBP
TGFA,SNTA1
TGFB1,BMP2
TGFB1,BMP3
TGFB1,CCL3
TGFB1,COL2A1
TGFB1,CTGF
TGFB1,DCN
TGFB1,ENG
TGFB1,FNTA
TGFB1,ITGB6
TGFB1,MMP2
TGFB1,SPARC
TGFB1,THBS1
TGFB1I1,AR
TGFB1I1,CRKL
TGFB1I1,EP300
TGFB1I1,FKBP1A
TGFB1I1,GIT2
TGFB1I1,NR3C1
TGFB1I1,PTK2
TGFB1I1,PTK2B
TGFB1I1,PTPN12
TGFB1I1,SLC6A3
TGFB1I1,TGFBR2
TGFB1I1,UBQLN4
TGFB2,APP
TGFB2,BMP2
TGFB2,CTGF
TGFB2,ENG
TGFB2,TGFB1
TGFB2,TGFBR1
TGFB2,TGFBR2
TGFB3,CTGF
TGFB3,ENG
TGFB3,TGFB2
TGFB3,TGFBR1
TGFB3,TGFBR2
TGFBI,A2M
TGFBI,COL1A1
TGFBI,COL1A2
TGFBI,COL2A1
TGFBI,COL4A1
TGFBI,COL4A2
TGFBI,COL4A3
TGFBI,COL4A4
TGFBI,FN1
TGFBR1,CD44
TGFBR1,CLU
TGFBR1,CTNNB1
TGFBR1,DCAF12
TGFBR1,ENG
TGFBR1,FKBP1A
TGFBR1,FNTA
TGFBR1,PIK3R1
TGFBR1,PML
TGFBR1,SMAD1
TGFBR1,SMAD2
TGFBR1,SMAD6
TGFBR1,SNX6
TGFBR1,TGFB1
TGFBR1,TNNT1
TGFBR1,TRAF6
TGFBR1,TRAP1
TGFBR1,TSSK1B
TGFBR1,TSSK4
TGFBR1,TTC1
TGFBR1,UBA52
TGFBR1,UBB
TGFBR1,UBD
TGFBR1,UBE2E3
TGFBR1,USP45
TGFBR1,VEPH1
TGFBR1,WDR13
TGFBR1,WDR33
TGFBR1,WDR61
TGFBR2,AP2B1
TGFBR2,CCNB1
TGFBR2,CD44
TGFBR2,CLU
TGFBR2,ENG
TGFBR2,PIK3R2
TGFBR2,PML
TGFBR2,TGFB1
TGFBR2,TGFBR1
TGFBR2,TRAP1
TGFBR2,TSSK1B
TGFBR3,ACVR2A
TGFBR3,ARRB2
TGFBR3,ENG
TGFBR3,INHA
TGFBR3,INHBA
TGFBR3,TGFB1
TGFBR3,TGFB2
TGFBR3,TGFB3
TGFBR3,TGFBR2
TGFBRAP1,ACVR1B
TGFBRAP1,ACVR2B
TGFBRAP1,ACVRL1
TGFBRAP1,ALOX5
TGFBRAP1,BMPR1A
TGFBRAP1,SMAD2
TGFBRAP1,SMAD4
TGFBRAP1,TGFBR1
TGFBRAP1,TGFBR2
TGIF1,C1orf103
TGIF1,CTBP1
TGIF1,HMGB1
TGIF1,JUN
TGIF1,MED31
TGIF1,PML
TGIF1,SIN3A
TGIF1,SMAD2
TGIF1,WWP1
TGIF2,HDAC1
TGIF2,RBBP8
TGIF2,SMAD3
TGM1,MDK
TGM1,SEMG1
TGM1,SEMG2
TGM2,ACTB
TGM2,ALDOA
TGM2,ANXA1
TGM2,FN1
TGM2,GSTP1
TGM2,HTT
TGM2,ITGB1
TGM2,ITGB3
TGM2,LTBP1
TGM2,RB1
TGM2,RELA
TGM2,RHOA
TGM2,S100A7
TGM2,SERPINF2
TGM2,SPARC
TGOLN2,AP4M1
TGOLN2,ITGB1
TGOLN2,PPP1R9A
TGS1,CREBBP
TGS1,EP300
TGS1,NCOA6
TH,CDK11B
TH,CSNK2A1
TH,MAPK1
TH,SNCA
TH,YWHAB
TH1L,ARAF
TH1L,FRMD5
TH1L,HDAC11
TH1L,WHSC2
THAP1,PAWR
THAP1,ZCCHC10
THAP1,ZNF408
THAP11,CASP3
THAP11,HCFC1
THAP11,HDAC3
THAP11,SIN3A
THAP11,THAP7
THAP7,C1orf190
THAP7,CCDC85B
THBD,F2
THBD,PF4
THBD,PROC
THBS1,CALR
THBS1,CD36
THBS1,COL1A1
THBS1,COL2A1
THBS1,COL3A1
THBS1,COL5A1
THBS1,COL7A1
THBS1,CTSG
THBS1,DCN
THBS1,DHFR
THBS1,ELANE
THBS1,F2
