TF,Target
AR,ABCC8
AR,SURF2
AR,SURF4
AR,SUV39H1
AR,SVIL
AR,VAMP2
AR,SYN2
AR,SYT1
AR,TACC1
AR,ADAM17
AR,TACR1
AR,TAF6
AR,TAF11
AR,MAP3K7
AR,TAP2
AR,TBX1
AR,TBCD
AR,TBCE
AR,TBL1X
AR,TBP
AR,TBX15
AR,TBXAS1
AR,TCEA3
AR,TCF4
AR,TCF7L2
AR,ZEB1
AR,TCF12
AR,TCF20
AR,VPS72
AR,TCP11
AR,TCTA
AR,DYNLT1
AR,TDG
AR,TDO2
AR,PRDX2
AR,TEAD1
AR,TEC
AR,TEK
AR,TERC
AR,NR2F2
AR,TFDP2
AR,TFE3
AR,TFPI
AR,TG
AR,TGFB2
AR,TGFBI
AR,TGFBR1
AR,TGM4
AR,TGFBR2
AR,TGFBR3
AR,TGIF1
AR,TGM2
AR,TH
AR,THBS1
AR,THOP1
AR,THRA
AR,THRB
AR,THY1
AR,TIA1
AR,TIAM1
AR,TIE1
AR,TIMP2
AR,TIMP3
AR,TIMP4
AR,TJP1
AR,TKT
AR,TLE1
AR,TLE3
AR,TLE4
AR,TLN1
AR,TLR2
AR,TLR4
AR,TLR5
AR,TSPAN7
AR,TM4SF4
AR,TRAPPC10
AR,TMPRSS2
AR,TMSB4X
AR,CLDN5
AR,CLEC3B
AR,TNFAIP3
AR,TNFAIP6
AR,TNFRSF1A
AR,TNFRSF1B
AR,TNNI1
AR,TNNT2
AR,TNS1
AR,TNXB
AR,TOP1
AR,TOP2B
AR,TP53BP1
AR,TP53BP2
AR,TP73
AR,TPD52
AR,TPD52L1
AR,TPD52L2
AR,TPM1
AR,TPM2
AR,TPM3
AR,TPM4
AR,TPMT
AR,TPT1
AR,NR2C2
AR,TRAF1
AR,TRHR
AR,TRIO
AR,TRIP6
AR,TRPC4
AR,TRPS1
AR,TRNAR2
AR,TRNAU1
AR,TSN
AR,TSC1
AR,TSC2
AR,PHLDA2
AR,TTN
AR,TUBA4A
AR,TUFT1
AR,TNFSF4
AR,TXK
AR,TXNRD1
AR,UBC
AR,UBE2D2
AR,UBE2D3
AR,UBE2E2
AR,UBE2G1
AR,UBE2H
AR,UBE2V2
AR,UBE3A
AR,UBP1
AR,UFD1L
AR,SCGB1A1
AR,UGCG
AR,UGDH
AR,UGP2
AR,UGT2B7
AR,UCK2
AR,COL14A1
AR,USP4
AR,UPP1
AR,USH2A
AR,CLRN1
AR,UTRN
AR,UTY
AR,VASP
AR,VAV2
AR,VCAM1
AR,VCL
AR,VDAC1
AR,VDAC2
AR,VEGFC
AR,EZR
AR,VIPR2
AR,VLDLR
AR,BEST1
AR,VRK2
AR,VSNL1
AR,VWF
AR,WIPF1
AR,WEE1
AR,WHSC1
AR,WNT2
AR,WNT5A
AR,WNT10B
AR,WNT2B
AR,WRB
AR,XBP1
AR,XDH
AR,XG
AR,XPA
AR,XPC
AR,XPNPEP1
AR,XPO1
AR,YWHAE
AR,YWHAG
AR,YWHAH
AR,ZFP36
AR,ZFX
AR,CNBP
AR,ZNF19
AR,ZNF32
AR,ZNF41
AR,ZNF143
AR,ZBTB16
AR,ZNF146
AR,TRIM25
AR,ZNF148
AR,ZBTB17
AR,VEZF1
AR,ZNF184
AR,ZNF187
AR,ZNF189
AR,ZNF192
AR,ZNF200
AR,ZNF202
AR,ZFAND5
AR,ZNF217
AR,ZP2
AR,ZXDA
AR,LUZP1
AR,PRDM2
AR,DNALI1
AR,LRP8
AR,LAPTM5
AR,EVI5
AR,DAP3
AR,BTG2
AR,PXDN
AR,ALMS1
AR,RNF103
AR,PAX8
AR,IL1R2
AR,MALL
AR,SCG2
AR,TRR
AR,SLMAP
AR,USP7
AR,RAB7A
AR,KCNAB1
AR,SLBP
AR,ST8SIA4
AR,DEK
AR,GPANK1
AR,TFEB
AR,EPM2A
AR,ST7
AR,NUP214
AR,STAM
AR,CUBN
AR,CCDC6
AR,SHOC2
AR,ADAM12
AR,CSRP3
AR,PDHX
AR,FOSL1
AR,PTP4A2
AR,FXR1
AR,HMGA2
AR,CDK2AP1
AR,DPF3
AR,ANP32A
AR,ST8SIA2
AR,SLC7A5
AR,SLC14A2
AR,SF3A2
AR,SYMPK
AR,DPF1
AR,NCOA3
AR,CLTCL1
AR,SYN3
AR,HDHD1
AR,USP9X
AR,TKTL1
AR,ARID1A
AR,DYSF
AR,HIST1H4I
AR,TRRAP
AR,SNN
AR,ACOX3
AR,CDC7
AR,CDC45
AR,FZD6
AR,FZD7
AR,HIST1H2AB
AR,HIST1H2AM
AR,HIST2H2AA3
AR,HIST1H2BG
AR,HIST1H2BO
AR,HIST1H3C
AR,HIST1H3E
AR,HIST1H3J
AR,HIST1H3B
AR,HIST1H4C
AR,HIST1H4H
AR,HIST1H4B
AR,HIST2H4A
AR,MAD1L1
AR,PIP5K1A
AR,PLA2G6
AR,SPARCL1
AR,SRPX
AR,TAGLN2
AR,EEA1
AR,BCAR3
AR,ANXA9
AR,BFSP2
AR,LTBP4
AR,STK24
AR,RECK
AR,SDPR
AR,NCK2
AR,GNPAT
AR,DYRK3
AR,DYRK2
AR,DHX16
AR,CUL4B
AR,CUL3
AR,TTF2
AR,TPST2
AR,TPST1
AR,SUPT3H
AR,SORBS2
AR,OGT
AR,CDC42BPA
AR,SEMA7A
AR,RGS5
AR,MAP4K3
AR,PRSS12
AR,PPM1D
AR,PPFIBP1
AR,PPFIA4
AR,RANBP3
AR,PKP4
AR,PIK3R3
AR,PEX3
AR,ENC1
AR,ITGA10
AR,GCM1
AR,GAS7
AR,DGKD
AR,CSDA
AR,BCAS1
AR,AGPS
AR,LMO4
AR,CGGBP1
AR,FCN3
AR,BLZF1
AR,LGR5
AR,BHLHE40
AR,PIAS1
AR,CDC14B
AR,CDC14A
AR,KMO
AR,PDXK
AR,MKNK1
AR,PDLIM4
AR,CASK
AR,STK16
AR,TMEFF1
AR,RGS20
AR,FAM193A
AR,SLC25A12
AR,RUVBL1
AR,RDH16
AR,KLF7
AR,PPAP2A
AR,STC2
AR,USO1
AR,CADPS
AR,CDK13
AR,PSMG1
AR,TP63
AR,JRK
AR,SKAP1
AR,UNC5C
AR,PCDHGB4
AR,PTCH2
AR,ABCB11
AR,NCOA1
AR,NUMB
AR,PDE5A
AR,IRS2
AR,EIF3C
AR,EIF3F
AR,EIF3H
AR,EIF3J
AR,SLC4A4
AR,EIF4G3
AR,VAMP8
AR,VAMP4
AR,STX16
AR,STX11
AR,STX10
AR,PEA15
AR,GALNT4
AR,B4GALT4
AR,B4GALT3
AR,B3GALT4
AR,B3GALT2
AR,SERPINB7
AR,ABCC3
AR,SNX4
AR,CTNNAL1
AR,ADAM19
AR,GBF1
AR,RNGTT
AR,MYH13
AR,MYOM1
AR,CRADD
AR,ADAM23
AR,ADAM9
AR,CDS2
AR,SNAP23
AR,NAPG
AR,NAPA
AR,MTMR1
AR,MPDZ
AR,TNFRSF10A
AR,PEX11B
AR,SUCLG2
AR,SUCLG1
AR,IL1RL2
AR,DPM1
AR,CDKL1
AR,DCAF5
AR,SAP30
AR,INPP4B
AR,CES2
AR,IQGAP1
AR,NRP2
AR,NRP1
AR,TMEM11
AR,CFLAR
AR,WISP3
AR,WISP2
AR,WISP1
AR,HDAC3
AR,KAT2B
AR,AKAP4
AR,ASAP2
AR,ALDH1A2
AR,NR1I2
AR,PER2
AR,SYNJ1
AR,ST3GAL5
AR,IER3
AR,SYNJ2
AR,CDC123
AR,ARHGEF7
AR,SPHK1
AR,SQSTM1
AR,SGPL1
AR,FUBP1
AR,CDC16
AR,SLC5A6
AR,TAX1BP1
AR,EIF2B3
AR,EIF2B2
AR,MTMR3
AR,MTMR2
AR,PRPF4B
AR,AP1M1
AR,GYG2
AR,SGCE
AR,BCL10
AR,HERC3
AR,HERC2
AR,MBD4
AR,MBD2
AR,SKAP2
AR,TOP3B
AR,CDK5R2
AR,KYNU
AR,AP3D1
AR,BTRC
AR,HIST1H2AG
AR,HIST1H2BJ
AR,P4HA2
AR,USP13
AR,WASL
AR,PLOD3
AR,STBD1
AR,HSPB3
AR,LIMD1
AR,TNFSF18
AR,KALRN
AR,TAF1B
AR,MPZL1
AR,MAP3K14
AR,CLIC3
AR,HIP1R
AR,PKD2L1
AR,CCRL2
AR,SEMA5A
AR,UBA3
AR,SPAG9
AR,PSTPIP2
AR,GPRC5A
AR,MAP7
AR,PAPSS1
AR,MAP3K6
AR,CLDN2
AR,TBX19
AR,TBX18
AR,USP2
AR,USP10
AR,MTMR7
AR,NMI
AR,ATP6V0D1
AR,INA
AR,SLC16A3
AR,PDLIM1
AR,RQCD1
AR,AIFM1
AR,CBFA2T2
AR,HGS
AR,SLC28A1
AR,FIBP
AR,PCSK7
AR,DGKI
AR,TMSB10
AR,MYOM2
AR,MAP3K13
AR,OSMR
AR,ARHGEF2
AR,RASSF9
AR,REPS2
AR,SLC24A1
AR,ZBED1
AR,DCLK1
AR,ZMYM4
AR,LRRFIP1
AR,LRRFIP2
AR,XPR1
AR,FAIM3
AR,LARGE
AR,VAPB
AR,VAPA
AR,NOLC1
AR,MAGI1
AR,DLGAP2
AR,DLGAP1
AR,RAB11B
AR,NOG
AR,MSC
AR,DHRS3
AR,RPS6KA5
AR,MFHAS1
AR,MAPKAPK2
AR,STK17B
AR,STK17A
AR,CYTH3
AR,CYTH1
AR,COPB2
AR,WDR46
AR,SOCS6
AR,ACCN3
AR,MMP20
AR,KLF4
AR,C5orf13
AR,PTER
AR,COPS2
AR,TRIP12
AR,TRIP11
AR,TRIP10
AR,TRIP4
AR,GTF3C5
AR,CD163
AR,B4GALT5
AR,CNOT8
AR,GLP2R
AR,SNAP29
AR,EFTUD2
AR,TAOK2
AR,NDST3
AR,RPL23
AR,SLC9A3R2
AR,SLIT2
AR,UBE4A
AR,ITGBL1
AR,RAB33A
AR,NRXN3
AR,KIF3B
AR,ZFYVE9
AR,TGFBRAP1
AR,NMT2
AR,CD101
AR,STOML1
AR,GRAP2
AR,15-Sep
AR,LPXN
AR,ZRANB2
AR,TMPRSS11D
AR,ARHGAP29
AR,FAM189A2
AR,TJP2
AR,FADS2
AR,CYP7B1
AR,CDYL
AR,ABCG2
AR,MED26
AR,MED27
AR,QKI
AR,GSTO1
AR,MAP4K4
AR,EIF2AK3
AR,HOMER2
AR,ARHGEF6
AR,RASAL2
AR,AKAP7
AR,SH3BP5
AR,CHST3
AR,EIF4E2
AR,AKAP6
AR,ATG5
AR,ROCK2
AR,MED20
AR,SLC25A27
AR,STX8
AR,PIGL
AR,PGS1
AR,KIF23
AR,SLC4A7
AR,MYOT
AR,ADAMTS4
AR,ADAMTS1
AR,SPTLC2
AR,TBPL1
AR,NPEPPS
AR,EEF1E1
AR,BAG4
AR,BAG3
AR,BAG2
AR,GMFG
AR,PTGES
AR,TP53I3
AR,RAB3D
AR,ATP6V1G1
AR,MRPL33
AR,SEC22B
AR,H6PD
AR,GABBR2
AR,GTF2IRD1
AR,NR1D1
AR,CLOCK
AR,BRE
AR,PREPL
AR,ENTPD4
AR,KIF20B
AR,CREB5
AR,WTAP
AR,AKAP12
AR,IER2
AR,NFE2L3
AR,RNF14
AR,NCOR1
AR,NCOR2
AR,RNF7
AR,MTRF1
AR,RGS6
AR,GNA14
AR,FEZ2
AR,ARHGEF10
AR,ZNF592
AR,IKBKE
AR,MORF4L2
AR,SH3PXD2A
AR,MICAL2
AR,PPM1F
AR,GCC2
AR,RALGPS1
AR,HS2ST1
AR,TTLL4
AR,SOCS5
AR,ZNF516
AR,PDE4DIP
AR,LPIN2
AR,SAFB2
AR,EIF5B
AR,IPO13
AR,TTI1
AR,FAM53B
AR,DEPDC5
AR,KDM4A
AR,N4BP1
AR,VGLL4
AR,NUP93
AR,UBE3C
AR,KIAA0391
AR,RAPGEF2
AR,TRAM2
AR,PUM1
AR,PCDHGA8
AR,HERPUD1
AR,KIAA0355
AR,KIAA0226
AR,USP6NL
AR,ECE2
AR,NOS1AP
AR,SECISBP2L
AR,KIAA0408
AR,DOCK4
AR,SART3
AR,HDAC9
AR,KNTC1
AR,USP34
AR,LAPTM4A
AR,ZNF536
AR,PHACTR2
AR,FAM65B
AR,SNPH
AR,STARD8
AR,TBKBP1
AR,FRMPD4
AR,HDAC4
AR,TOX
AR,KIAA0513
AR,KIAA0247
AR,PHF16
AR,RAPGEF5
AR,BCLAF1
AR,ATG13
AR,TBC1D5
AR,RNF144A
AR,MATR3
AR,KIAA0586
AR,DLGAP5
AR,PTDSS1
AR,SERTAD2
AR,IST1
AR,TOMM20
AR,CTIF
AR,SFI1
AR,GIT2
AR,URB2
AR,TSC22D2
AR,ARHGAP11A
AR,RGP1
AR,DNAJC6
AR,MELK
AR,ZEB2
AR,ZBTB24
AR,ELMO1
AR,KIAA0528
AR,MFAP3L
AR,KIAA0753
AR,RUSC2
AR,KIAA0319
AR,CEP350
AR,CEP170
AR,PSMD6
AR,MED24
AR,MAGI2
AR,TRIL
AR,TRIM66
AR,TOMM70A
AR,KIAA0317
AR,SEC24D
AR,FCHSD2
AR,ZC3H11A
AR,ZBTB39
AR,TBC1D4
AR,POM121
AR,RHOBTB1
AR,SMG7
AR,NUAK1
AR,FIG4
AR,UBAP2L
AR,SRGAP3
AR,KLHL21
AR,DENND4B
AR,RABGAP1L
AR,ARNT2
AR,FAM20B
AR,KBTBD11
AR,ZBTB40
AR,KIF14
AR,JOSD1
AR,HELZ
AR,KIAA0020
AR,CD302
AR,ARHGAP25
AR,RBM8A
AR,EXOG
AR,OXSR1
AR,GFPT2
AR,CRYZL1
AR,WDR1
AR,AMMECR1
AR,HS3ST3B1
AR,HS3ST3A1
AR,USP3
AR,TNFSF15
AR,THRAP3
AR,NUP153
AR,NR1D2
AR,RBX1
AR,DOPEY2
AR,THOC1
AR,PPP4R1
AR,SLC12A6
AR,ROD1
AR,DGCR2
AR,CASP8AP2
AR,AKT3
AR,TANK
AR,PDCD6IP
AR,BCL2L10
AR,BCL2L11
AR,SH2B3
AR,GNE
AR,INSL5
AR,PIGK
AR,TOM1L1
AR,TOM1
AR,SH2D3A
AR,MAMLD1
AR,RANBP9
AR,DNAJB6
AR,SMC4
AR,GJC1
AR,UBA2
AR,SAE1
AR,ABCC5
AR,ABCC9
AR,COX17
AR,PTPRU
AR,ATP9A
AR,GPC6
AR,EDIL3
AR,HHLA1
AR,UST
AR,ARPC5
AR,ACTR3
AR,ACTR2
AR,TSPAN5
AR,TSPAN3
AR,TSPAN2
AR,CTDSP2
AR,ARPC2
AR,SGK2
AR,FEM1B
AR,ACTR1B
AR,ARL4C
AR,FRY
AR,CELA3A
AR,AKAP9
AR,FAM13A
AR,GPR64
AR,MBNL2
AR,ABI2
AR,RASA4
AR,AASS
AR,FARP1
AR,WASF2
AR,SLC25A13
AR,SERF2
AR,DHRS9
AR,RCL1
AR,ODZ1
AR,RBM7
AR,RBM6
AR,RBM5
AR,LHFPL2
AR,LHFP
AR,TNK2
AR,TXNDC9
AR,RNF41
AR,TSHZ1
AR,CALCRL
AR,INADL
AR,FLOT1
AR,CTDSPL
AR,GPA33
AR,CD96
AR,PLIN3
AR,STX6
AR,RCAN2
AR,LRRC17
AR,HNRNPR
AR,AP3S2
AR,CALCOCO2
AR,KCNMB2
AR,GPHN
AR,RABEPK
AR,SRRM1
AR,SPRY1
AR,SPRY2
AR,STAM2
AR,HCG9
AR,ABCC4
AR,DENND4A
AR,IRX5
AR,RAMP1
AR,STAG1
AR,NET1
AR,UBE4B
AR,SPEG
AR,BCKDK
AR,MAEA
AR,SNAPC5
AR,B3GALT5
AR,TNIP1
AR,KBTBD10
AR,CNPY2
AR,MRVI1
AR,PCGF3
AR,PKDREJ
AR,ABCA10
AR,WARS2
AR,HMG20A
AR,KLF2
AR,CITED2
AR,CORO2B
AR,ANAPC10
AR,DLC1
AR,ST3GAL6
AR,NDC80
AR,PGCP
AR,SPAG11B
AR,BASP1
AR,YAP1
AR,SPON2
AR,PGRMC2
AR,ARIH2
AR,CFDP1
AR,LRRN2
AR,VAV3
AR,ECI2
AR,BAIAP2
AR,MERTK
AR,PPIH
AR,COG5
AR,ZNHIT1
AR,FST
AR,ZNF238
AR,HMGN4
AR,TRIM38
AR,UBE2E3
AR,SLC9A6
AR,CAP2
AR,CAP1
AR,CREB3
AR,CRTAP
AR,SYNCRIP
AR,ENOX2
AR,UNC13B
AR,NCOA2
AR,SEMA3C
AR,DDX17
AR,NEBL
AR,ATG7
AR,BATF
AR,ANP32B
AR,ARL6IP5
AR,HTATIP2
AR,RPP30
AR,SLC19A2
AR,CXCL13
AR,ARFGEF2
AR,GNLY
AR,TACC2
AR,SORBS1
AR,TXNRD2
AR,SCGN
AR,CDC42EP3
AR,PAICS
AR,PDLIM5
AR,STAMBP
AR,TGOLN2
AR,ARID3B
AR,POLR3C
AR,TRIM16
AR,MYL12A
AR,TXNIP
AR,PDPN
AR,ATP5L
AR,IGF2BP1
AR,IGF2BP3
AR,IGF2BP2
AR,SLMO1
AR,SPINT2
AR,KHDRBS3
AR,KHDRBS1
AR,CELF1
AR,CELF2
AR,CXCR6
AR,CTCF
AR,CD226
AR,FARS2
AR,GNA13
AR,B3GNT2
AR,GNB5
AR,CLDN16
AR,CORIN
AR,POLD3
AR,NRG3
AR,POLQ
AR,MGEA5
AR,NFAT5
AR,STAG2
AR,SIX2
AR,PTTG2
AR,KLRAP1
AR,CHL1
AR,CAPN9
AR,TRAF3IP2
AR,PLAC1
AR,NES
AR,KDM5B
AR,AHCYL1
AR,ZMYND11
AR,ARPP21
AR,NEK6
AR,NCKAP1
AR,IQGAP2
AR,VAMP5
AR,MTHFD2
AR,9-Sep
AR,SEC24A
AR,SDCCAG8
AR,WASF3
AR,FRS2
AR,C5orf4
AR,FAM114A2
AR,PDE10A
AR,SRCAP
AR,PPP1R13L
AR,CD3EAP
AR,RUVBL2
AR,PGRMC1
AR,ARID5A
AR,TSPAN9
AR,ME3
AR,RAB10
AR,MALT1
AR,PPBPL2
AR,BLCAP
AR,COPS8
AR,SMPDL3A
AR,SPIN1
AR,RALBP1
AR,APOBEC2
AR,MORF4L1
AR,PRDX3
AR,EHD1
AR,AFG3L2
AR,POP1
AR,SF3A3
AR,BTG3
AR,SEC61B
AR,TOMM34
AR,SERINC3
AR,PNRC1
AR,MLLT11
AR,IFI44L
AR,RAB40B
AR,YWHAQ
AR,TMED10
AR,ASCC3
AR,FERMT2
AR,RAB32
AR,MAPRE2
AR,CCNI
AR,SLC27A2
AR,CCDC85B
AR,IL24
AR,GLIPR1
AR,TLK2
AR,ATF7
AR,RBPMS
AR,RAB31
AR,DSTN
AR,SLC35D2
AR,ABHD2
AR,DUS4L
AR,SOX30
AR,RAPGEF4
AR,DUSP14
AR,TOPBP1
AR,HSF2BP
AR,TRIOBP
AR,DNAJB4
AR,DIDO1
AR,ADAMTS5
AR,PRSS23
AR,PTPN21
AR,HNRNPUL1
AR,PRDM5
AR,PRDM4
AR,CIT
AR,BTN3A2
AR,FAF1
AR,TBC1D8
AR,IL1RAPL1
AR,PKIG
AR,KAT7
AR,DMC1
AR,HHLA3
AR,AP4S1
AR,RABL2B
AR,RABL2A
AR,C14orf1
AR,NUDT6
AR,NUDT5
AR,NUDT3
AR,SOX21
AR,FSTL1
AR,WDHD1
AR,FAM107A
AR,STRAP
AR,ADAMTS7
AR,ADAMTS6
AR,BAZ1A
AR,MAP4K5
AR,CEP250
AR,WBP4
AR,ANXA10
AR,CHEK2
AR,PROSC
AR,AKAP13
AR,AKAP10
AR,AKAP2
AR,DUSP10
AR,GALNT6
AR,RASSF8
AR,SEC63
AR,RNF24
AR,CA5B
AR,PADI2
AR,GPR176
AR,NXPH3
AR,NXPH2
AR,GPR45
AR,GPR44
AR,PACSIN2
AR,FILIP1L
AR,CHP
AR,SP140
AR,NRM
AR,KLHL2
AR,KLF12
AR,VPS45
AR,LYPLA2
AR,GPR182
AR,GPN1
AR,STK38
AR,CTRC
AR,ACOT7
AR,RNF13
AR,MGLL
AR,SYNPO
AR,NID2
AR,LAMB4
AR,RRAS2
AR,ITGA11
AR,XRN2
AR,IKZF3
AR,IKZF2
AR,MRAS
AR,COPZ1
AR,RASA3
AR,PHLDA1
AR,MTF2
AR,SCAF8
AR,NLGN4Y
AR,KIAA1009
AR,ZFP30
AR,RHOBTB3
AR,COBLL1
AR,RAB11FIP2
AR,FRMPD1
AR,ZNF507
AR,AAK1
AR,CPEB3
AR,LMTK2
AR,NTNG1
AR,CHSY1
AR,ICK
AR,NLRP1
AR,FNDC3A
AR,ATG14
AR,R3HDM2
AR,NLGN1
AR,SEC31A
AR,PLEKHA6
AR,INPP5F
AR,TRAPPC8
AR,CLSTN1
AR,ABLIM3
AR,FOXJ3
AR,UBOX5
AR,ZBTB1
AR,ZNF365
AR,ARSG
AR,RUFY3
AR,BTBD3
AR,SBNO2
AR,TRAK1
AR,DHX30
AR,SACM1L
AR,FAN1
AR,RALY
AR,KLRK1
AR,CD93
AR,MAPRE1
AR,KIFAP3
AR,PLA2R1
AR,ATF6
AR,HABP4
AR,POMZP3
AR,SIRT2
AR,ELL2
AR,SHANK2
AR,DKK1
AR,PTGR1
AR,SLC4A1AP
AR,SCMH1
AR,TPX2
AR,NT5C2
AR,NINL
AR,DIP2C
AR,MAST1
AR,ACIN1
AR,SORCS3
AR,MYH15
AR,PCNX
AR,KDM2A
AR,HMGXB3
AR,CEP152
AR,LIMCH1
AR,RIMS1
AR,WDFY3
AR,DAAM1
AR,MAPKBP1
AR,STK38L
AR,SPEN
AR,GOLGA8A
AR,EXOSC7
AR,PALLD
AR,TMCC1
AR,PDZRN3
AR,MYO16
AR,KDM1A
AR,KDM4B
AR,SAMD4A
AR,PDZD2
AR,WDTC1
AR,MYT1L
AR,PDXDC1
AR,TNIK
AR,FNBP1
AR,SMG1
AR,ZHX3
AR,ENDOD1
AR,NCOA6
AR,NMNAT2
AR,ZNF609
AR,GGA2
AR,KIAA0090
AR,SETD1B
AR,FTSJD2
AR,ERP44
AR,HECW1
AR,UHRF1BP1L
AR,SWAP70
AR,KIAA0564
AR,AVL9
AR,KDM4C
AR,PPRC1
AR,ERC1
AR,EXPH5
AR,PEG10
AR,ARHGAP26
AR,TTLL5
AR,SIPA1L3
AR,KIF1B
AR,IQSEC2
AR,CDK19
AR,ZBTB43
AR,MCF2L2
AR,TBC1D2B
AR,FSTL4
AR,MRPS27
AR,RAP1GAP2
AR,TNRC6B
AR,NFASC
AR,NPIPL3
AR,TAB2
AR,HIC2
AR,CLASP2
AR,POGZ
AR,GLT25D2
AR,PLXND1
AR,GPATCH8
AR,RAD54L2
AR,SMC5
AR,MAST2
AR,DCUN1D4
AR,LRCH1
AR,ZC3H3
AR,FRMD4B
AR,NCDN
AR,TBC1D9
AR,WDR43
AR,MPRIP
AR,EFR3A
AR,RTF1
AR,SLC35D1
AR,GPD1L
AR,METAP1
AR,ZCCHC14
AR,LPIN1
AR,CEP68
AR,RGL1
AR,RFTN1
AR,MESDC2
AR,RCOR1
AR,PHLDB1
AR,KANK1
AR,UBXN4
AR,CYFIP1
AR,ATG4B
AR,FBXL7
AR,MDN1
AR,PSME4
AR,ATP11B
AR,FAM168A
AR,ARL6IP1
AR,SYT11
AR,ZC3H4
AR,RRS1
AR,SULF1
AR,XPO6
AR,PRRC2C
AR,TBC1D1
AR,NBEAL2
AR,DTX4
AR,SYNE2
AR,PLCL2
AR,ARHGEF9
AR,SEL1L3
AR,TBC1D12
AR,EXOC6B
AR,SIK2
AR,PLCB1
AR,PHLPP1
AR,KIAA0922
AR,COBL
AR,ANKRD28
AR,PDS5A
AR,ASTN2
AR,RPRD2
AR,KAZN
AR,CCDC165
AR,CAMTA1
AR,PPIP5K2
AR,DNMBP
AR,MGA
AR,TSPYL4
AR,CAMSAP2
AR,CLEC16A
AR,POFUT2
AR,MTUS2
AR,LPHN3
AR,WWC1
AR,AGTPBP1
AR,FBXW11
AR,SMG6
AR,ANKS1A
AR,EHBP1
AR,KIF13B
AR,UBR2
AR,FKBP15
AR,SATB2
AR,DNAJC13
AR,ZCCHC11
AR,TRIM2
AR,NEDD4L
AR,SASH1
AR,TTC28
AR,CLASP1
AR,DPY19L1
AR,WDR7
AR,SYNM
AR,SYNE1
AR,SMCHD1
AR,DOCK9
AR,U2SURP
AR,UBR4
AR,SUN1
AR,PSD3
AR,ARHGEF12
AR,PUM2
AR,ARHGEF18
AR,TENC1
AR,CRTC1
AR,KIAA0947
AR,SRGAP2
AR,SPECC1L
AR,NUDCD3
AR,SIK3
AR,MED13L
AR,ADNP
AR,LARS2
AR,NCAPH
AR,ATP13A2
AR,EXOSC2
AR,COTL1
AR,SIRT5
AR,SIRT4
AR,NCS1
AR,NOMO1
AR,GRIP1
AR,RYBP
AR,AP4E1
AR,ATP1B4
AR,SLC44A1
AR,SF3B3
AR,ANGPTL2
AR,HEY1
AR,CBX5
AR,PHF3
AR,TRAM1
AR,BRD4
AR,ISCU
AR,SEC61G
AR,PES1
AR,MACF1
AR,DAAM2
AR,TMEM131
AR,KIAA0240
AR,LRRC8B
AR,POFUT1
AR,NUP188
AR,KIAA0146
AR,MORC3
AR,SLC39A14
AR,R3HDM1
AR,ANP32C
AR,KAT6B
AR,CABIN1
AR,ACAP2
AR,ZNF281
AR,MMD
AR,SEC14L2
AR,RBFOX2
AR,SEZ6L
AR,DNPEP
AR,RASD2
AR,TSPAN15
AR,DDAH2
AR,LPAR3
AR,PADI4
AR,DDAH1
AR,CDC42EP4
AR,SMUG1
AR,TMEM50A
AR,DDX58
AR,HEBP2
AR,ORC3
AR,OPN3
AR,ACOT9
AR,AMACR
AR,CORO1C
AR,DAPK2
AR,CD2AP
AR,MKRN2
AR,PHLDA3
AR,ZMYND8
AR,SH3BP1
AR,BACE1
AR,KPNA6
AR,SSBP2
AR,RABGAP1
AR,PLD3
AR,SSBP3
AR,POLA2
AR,SLC7A11
AR,LSM5
AR,TMEM2
AR,TMEFF2
AR,STX12
AR,SMPX
AR,SH3BP4
AR,SGK3
AR,PRKD3
AR,KCNE4
AR,CADM1
AR,C9orf5
AR,EID1
AR,PITPNB
AR,OSBP2
AR,MAFF
AR,FLRT2
AR,FLRT1
AR,ARHGAP8
AR,BCL2L13
AR,IFIT5
AR,FTSJ1
AR,PANX1
AR,CLDN15
AR,FJX1
AR,C15orf63
AR,TBC1D22A
AR,C22orf24
AR,CBY1
AR,DSTYK
AR,RASGRP3
AR,CCDC19
AR,NGEF
AR,FBXO7
AR,QPCT
AR,LMOD1
AR,TTLL1
AR,ATXN10
AR,TNFAIP8
AR,CCRN4L
AR,ARIH1
AR,DNAJB5
AR,BACE2
AR,FBXL2
AR,TMEM184B
AR,SULT4A1
AR,HECTD1
AR,NBPF14
AR,MGAT4C
AR,NIPBL
AR,METTL7A
AR,ABTB2
AR,ANAPC13
AR,ARMC8
AR,DCAF12
AR,DFNB31
AR,USP49
AR,POLR1A
AR,POC1A
AR,ABI3BP
AR,PAMR1
AR,PLEKHG4
AR,INTS7
AR,RCHY1
AR,IFFO1
AR,MTHFD1L
AR,OLFML2B
AR,TMEM158
AR,C1orf43
AR,RTTN
AR,ATL3
AR,ZNF521
AR,GEMIN5
AR,CLIC4
AR,NIPSNAP3A
AR,WWTR1
AR,C20orf194
AR,ZNF385A
AR,PNISR
AR,KANK2
AR,NUDT13
AR,C2CD2
AR,TIPARP
AR,DHRS7B
AR,HIGD1A
AR,REXO2
AR,MOXD1
AR,C2CD3
AR,ZZZ3
AR,SPATS2L
AR,FAM32A
AR,LRIG1
AR,PCDHGA12
AR,ACOT11
AR,OSBPL3
AR,SUSD5
AR,ATRNL1
AR,IPCEF1
AR,GLCE
AR,ZNF451
AR,SIPA1L1
AR,CHD5
AR,SETBP1
AR,UBXN7
