mir,gene
hsa-miR-191-5p,TMC7
hsa-miR-148a-3p,TMED7
hsa-miR-181b-5p,TMED7
hsa-miR-221-3p,TMED7
hsa-miR-222-3p,TMED7
hsa-miR-24-3p,TMED7
hsa-miR-451a,TMED7
hsa-miR-30a-3p,TMEM2
hsa-miR-199a-5p,TMEM54
hsa-miR-708-5p,TMEM88
hsa-miR-145-5p,TMEM9B
hsa-miR-204-5p,TMPRSS3
hsa-miR-1-3p,TMSB4X
hsa-miR-335-5p,TNC
hsa-miR-130a-3p,TNF
hsa-miR-143-3p,TNF
hsa-miR-187-3p,TNF
hsa-miR-19a-3p,TNF
hsa-miR-203a-3p,TNF
hsa-miR-372-3p,TNFAIP1
hsa-miR-373-3p,TNFAIP1
hsa-miR-125a-5p,TNFAIP3
hsa-miR-125b-5p,TNFAIP3
hsa-miR-29a-3p,TNFAIP3
hsa-let-7a-5p,TNFRSF10B
hsa-let-7b-5p,TNFRSF10B
hsa-let-7c-5p,TNFRSF10B
hsa-let-7d-5p,TNFRSF10B
hsa-let-7e-5p,TNFRSF10B
hsa-let-7g-5p,TNFRSF10B
hsa-miR-21-5p,TNFRSF10B
hsa-miR-503-5p,TNFRSF11A
hsa-miR-221-3p,TNFSF10
hsa-miR-222-3p,TNFSF10
hsa-miR-18a-5p,TNFSF11
hsa-miR-17-5p,TNFSF12
hsa-miR-145-5p,TNFSF13
hsa-miR-517a-3p,TNIP1
hsa-miR-30a-5p,TNRC6A
hsa-miR-18b-5p,TNRC6B
hsa-miR-218-5p,TOB1
hsa-miR-302a-3p,TOB2
hsa-miR-378a-3p,TOB2
hsa-miR-126-3p,TOM1
hsa-miR-23a-3p,TOP1
hsa-miR-21-5p,TOPORS
hsa-miR-223-3p,TOX
hsa-miR-10b-5p,TP53
hsa-miR-125a-5p,TP53
hsa-miR-125b-5p,TP53
hsa-miR-1285-3p,TP53
hsa-miR-150-5p,TP53
hsa-miR-15a-5p,TP53
hsa-miR-16-5p,TP53
hsa-miR-19b-3p,TP53
hsa-miR-200a-3p,TP53
hsa-miR-214-3p,TP53
hsa-miR-25-3p,TP53
hsa-miR-30a-5p,TP53
hsa-miR-30b-5p,TP53
hsa-miR-30c-5p,TP53
hsa-miR-30d-5p,TP53
hsa-miR-30e-5p,TP53
hsa-miR-375,TP53
hsa-miR-491-5p,TP53
hsa-miR-504-5p,TP53
hsa-miR-605-5p,TP53
hsa-miR-92a-3p,TP53
hsa-miR-182-5p,TP53BP1
hsa-miR-21-5p,TP53BP2
hsa-miR-210-3p,TP53I11
hsa-miR-125b-5p,TP53INP1
hsa-miR-130b-3p,TP53INP1
hsa-miR-142-5p,TP53INP1
hsa-miR-155-5p,TP53INP1
hsa-miR-17-5p,TP53INP1
hsa-miR-182-5p,TP53INP1
hsa-miR-20a-5p,TP53INP1
hsa-miR-93-5p,TP53INP1
hsa-miR-203a-3p,TP63
hsa-miR-21-5p,TP63
hsa-miR-301b-3p,TP63
hsa-miR-92a-3p,TP63
hsa-miR-193a-5p,TP73
hsa-miR-205-5p,TP73
hsa-miR-224-5p,TPD52
hsa-miR-122-5p,TPD52L2
hsa-miR-10b-5p,TPM1
hsa-miR-21-5p,TPM1
hsa-miR-145-5p,TPM3
hsa-miR-206,Tppp
hsa-miR-16-5p,TPPP3
hsa-miR-145-5p,TPRG1
hsa-miR-10a-5p,TRA2B
hsa-miR-10b-5p,TRA2B
hsa-miR-502-5p,TRAF2
hsa-miR-32-5p,TRAF3
hsa-miR-29a-3p,TRAF4
hsa-miR-125a-5p,TRAF6
hsa-miR-146a-5p,TRAF6
hsa-miR-146b-5p,TRAF6
hsa-miR-155-5p,TRAK1
hsa-miR-141-3p,TRAPPC2P1
hsa-miR-192-5p,TRAPPC2P1
hsa-miR-200a-3p,TRAPPC2P1
hsa-miR-603,TRAPPC2P1
hsa-miR-122-5p,TRIB1
hsa-miR-224-5p,TRIB1
hsa-let-7c-5p,TRIB2
hsa-miR-1297,TRIB2
hsa-miR-511-5p,TRIB2
hsa-miR-99a-5p,TRIB2
hsa-miR-24-3p,TRIB3
hsa-miR-96-5p,TRIB3
hsa-miR-137,TRIM13
hsa-miR-181c-5p,TRIM2
hsa-miR-1256,TRIM68
hsa-miR-29a-3p,TRIM68
hsa-let-7a-5p,TRIM71
hsa-let-7c-5p,TRIM71
hsa-miR-155-5p,TRIP13
hsa-miR-320a,TRPC5
hsa-miR-204-5p,TRPM3
hsa-miR-221-3p,TRPS1
hsa-miR-222-3p,TRPS1
hsa-miR-302d-3p,TRPS1
hsa-miR-372-3p,TRPS1
hsa-miR-32-5p,TSC1
hsa-miR-182-5p,TSC22D3
hsa-miR-20a-5p,TSG101
hsa-miR-155-5p,TSHZ3
hsa-miR-573,TSPAN1
hsa-miR-155-5p,TSPAN14
hsa-miR-145-5p,TSPAN6
hsa-miR-15a-5p,TSPYL2
hsa-miR-376a-3p,TTK
hsa-miR-376a-5p,TTK
hsa-miR-524-5p,TTK
hsa-miR-144-3p,TTN
hsa-miR-200c-3p,TUBB3
hsa-miR-30a-5p,TUBB4B
hsa-miR-197-3p,TUSC2
hsa-miR-378a-3p,TUSC2
hsa-miR-378a-5p,TUSC2
hsa-miR-93-5p,TUSC2
hsa-miR-98-5p,TUSC2
hsa-miR-23b-3p,TUSC7
hsa-miR-1-3p,TWF1
hsa-miR-30c-5p,TWF1
hsa-miR-106b-5p,TWIST1
hsa-miR-181a-5p,TWIST1
hsa-miR-214-3p,TWIST1
hsa-miR-300,TWIST1
hsa-miR-33a-5p,TWIST1
hsa-miR-539-5p,TWIST1
hsa-miR-543,TWIST1
hsa-miR-580-3p,TWIST1
hsa-miR-720,TWIST1
hsa-miR-138-5p,TWIST2
hsa-miR-373-3p,TXNIP
hsa-miR-17-3p,TXNRD2
hsa-miR-196a-5p,TYMS
hsa-miR-433-3p,TYMS
hsa-miR-133a-3p,UBA2
hsa-miR-141-3p,UBAP1
hsa-miR-122-5p,UBAP2
hsa-miR-200a-3p,UBASH3B
hsa-miR-17-5p,UBE2C
hsa-miR-20a-5p,UBE2C
hsa-miR-483-3p,Ube2c
hsa-miR-214-3p,UBE2I
hsa-miR-30c-5p,UBE2I
hsa-miR-30e-5p,UBE2I
hsa-miR-338-3p,UBE2Q1
hsa-miR-155-5p,UBQLN1
hsa-miR-200c-3p,UBQLN1
hsa-miR-133a-3p,UCP2
hsa-miR-15a-5p,UCP2
hsa-miR-146a-5p,UHRF1
hsa-miR-146b-5p,UHRF1
hsa-let-7a-5p,UHRF2
hsa-miR-182-5p,ULBP2
hsa-miR-34a-5p,ULBP2
hsa-miR-34c-5p,ULBP2
hsa-miR-16-5p,UNG
hsa-miR-199a-5p,UNG
hsa-miR-34c-5p,UNG
hsa-miR-155-5p,UQCRFS1
hsa-miR-10a-5p,USF2
hsa-miR-362-3p,USF2
hsa-miR-375,USP1
hsa-miR-4782-3p,USP14
hsa-miR-200c-3p,USP25
hsa-miR-148a-3p,USP4
hsa-miR-204-5p,USP47
hsa-miR-26b-5p,USP9X
hsa-miR-206,UTRN
hsa-miR-130b-3p,UVRAG
hsa-miR-203a-3p,UVRAG
hsa-miR-141-3p,VAC14
hsa-miR-200a-3p,VAC14
hsa-miR-200b-3p,VAC14
hsa-miR-200c-3p,VAC14
hsa-miR-429,VAC14
hsa-miR-206,VAMP2
hsa-miR-34a-5p,VAMP2
hsa-miR-720,VASH1
hsa-miR-610,VASP
hsa-miR-148a-3p,VAV2
hsa-miR-126-3p,VCAM1
hsa-miR-29a-3p,VDAC1
hsa-miR-125b-5p,VDR
hsa-miR-27b-3p,VDR
hsa-miR-101-3p,VEGFA
hsa-miR-106a-5p,VEGFA
hsa-miR-106b-5p,VEGFA
hsa-miR-107,VEGFA
hsa-miR-126-3p,VEGFA
hsa-miR-134-5p,VEGFA
hsa-miR-140-5p,VEGFA
hsa-miR-145-5p,VEGFA
hsa-miR-147a,VEGFA
hsa-miR-150-5p,VEGFA
hsa-miR-15a-5p,VEGFA
hsa-miR-15b-5p,VEGFA
hsa-miR-16-5p,VEGFA
hsa-miR-17-5p,VEGFA
hsa-miR-185-5p,VEGFA
hsa-miR-195-5p,VEGFA
hsa-miR-199a-5p,VEGFA
hsa-miR-200b-3p,VEGFA
hsa-miR-200c-3p,VEGFA
hsa-miR-203a-3p,VEGFA
hsa-miR-205-5p,VEGFA
hsa-miR-20a-5p,VEGFA
hsa-miR-20b-5p,VEGFA
hsa-miR-21-5p,VEGFA
hsa-miR-29a-3p,VEGFA
hsa-miR-29b-3p,VEGFA
hsa-miR-302d-3p,VEGFA
hsa-miR-361-5p,VEGFA
hsa-miR-372-3p,VEGFA
hsa-miR-373-3p,VEGFA
hsa-miR-378a-3p,VEGFA
hsa-miR-383-5p,VEGFA
hsa-miR-503-5p,VEGFA
hsa-miR-504-5p,VEGFA
hsa-miR-520g-3p,VEGFA
hsa-miR-520h,VEGFA
hsa-miR-718,VEGFA
hsa-miR-93-5p,VEGFA
hsa-miR-128-3p,VEGFC
hsa-miR-1826,VEGFC
hsa-miR-27b-3p,VEGFC
hsa-miR-30a-3p,VEZT
hsa-miR-34c-5p,VEZT
hsa-miR-222-3p,VGLL4
hsa-miR-155-5p,VHL
hsa-miR-21-5p,VHL
hsa-miR-23b-3p,VHL
hsa-miR-124-3p,VIM
hsa-miR-138-5p,VIM
hsa-miR-17-3p,VIM
hsa-miR-204-5p,VIM
hsa-miR-30a-5p,VIM
hsa-miR-30c-5p,VIM
hsa-miR-378a-3p,VIM
hsa-miR-506-3p,VIM
hsa-miR-133a-3p,VKORC1
hsa-miR-135a-5p,VLDLR
hsa-miR-210-3p,VMP1
hsa-miR-218-5p,VOPP1
hsa-miR-155-5p,VPS18
hsa-miR-125b-5p,VPS4B
hsa-miR-19a-3p,VPS4B
hsa-miR-125a-5p,VPS51
hsa-miR-125b-5p,VPS51
hsa-miR-181b-5p,VSNL1
hsa-miR-146a-5p,WASF2
hsa-miR-200a-3p,WASF3
hsa-miR-200b-3p,WASF3
hsa-miR-31-5p,WASF3
hsa-miR-429,WASF3
hsa-miR-155-5p,WBP1L
hsa-miR-141-3p,WDR37
hsa-miR-200a-3p,WDR37
hsa-miR-200b-3p,WDR37
hsa-miR-200c-3p,WDR37
hsa-miR-429,WDR37
hsa-miR-25-3p,WDR4
hsa-miR-27a-3p,WDR77
hsa-let-7a-5p,wech
hsa-miR-106b-5p,WEE1
hsa-miR-128-3p,WEE1
hsa-miR-155-5p,WEE1
hsa-miR-16-5p,WEE1
hsa-miR-17-5p,WEE1
hsa-miR-195-5p,WEE1
hsa-miR-20a-5p,WEE1
hsa-miR-221-3p,WEE1
hsa-miR-26a-5p,WEE1
hsa-miR-27a-3p,WEE1
hsa-miR-27b-3p,WEE1
hsa-miR-381-3p,WEE1
hsa-miR-424-5p,WEE1
hsa-miR-497-5p,WEE1
hsa-miR-503-5p,WEE1
hsa-miR-524-5p,WEE1
hsa-miR-155-5p,WHSC1L1
hsa-miR-181a-5p,WIF1
hsa-miR-374a-5p,WIF1
hsa-miR-449a,WISP2
hsa-miR-192-5p,WNK1
hsa-miR-199a-5p,WNK1
hsa-miR-215-5p,WNK1
hsa-miR-296-5p,WNK4
hsa-let-7e-5p,WNT1
hsa-miR-122-5p,WNT1
hsa-miR-152-3p,WNT1
hsa-miR-200b-3p,WNT1
hsa-miR-22-3p,WNT1
hsa-miR-34a-5p,WNT1
hsa-miR-148a-3p,WNT10B
hsa-miR-199a-5p,WNT2
hsa-miR-324-3p,WNT2B
hsa-miR-15a-5p,WNT3A
hsa-miR-16-5p,WNT3A
hsa-miR-16-5p,WNT4
hsa-miR-24-3p,WNT4
hsa-miR-29c-3p,WNT4
hsa-miR-374a-5p,WNT5A
hsa-miR-487b-3p,WNT5A
hsa-miR-195-5p,WNT7A
hsa-miR-497-5p,WNT7A
hsa-miR-324-3p,WNT9B
hsa-miR-155-5p,WWC1
hsa-miR-21-5p,WWP1
hsa-miR-127-3p,XBP1
hsa-miR-214-3p,XBP1
hsa-miR-130a-3p,XIAP
hsa-miR-181a-5p,XIAP
hsa-miR-181b-5p,XIAP
hsa-miR-200b-3p,XIAP
hsa-miR-200c-3p,XIAP
hsa-miR-24-3p,XIAP
hsa-miR-34a-3p,XIAP
hsa-miR-429,XIAP
hsa-miR-4782-3p,XIAP
hsa-miR-7-5p,XIAP
hsa-miR-210-3p,XIST
hsa-miR-122-5p,XPO6
hsa-miR-1-3p,XPO6
hsa-miR-7-5p,XRCC2
hsa-miR-124-3p,XRCC6
hsa-miR-141-3p,YAP1
hsa-miR-15a-5p,YAP1
hsa-miR-16-5p,YAP1
hsa-miR-200a-3p,YAP1
hsa-miR-375,YAP1
hsa-miR-506-3p,YAP1
hsa-miR-630,YAP1
hsa-miR-137,YBX1
hsa-miR-191-5p,YBX3
hsa-miR-145-5p,YES1
hsa-miR-17-5p,YES1
hsa-miR-205-5p,YES1
hsa-miR-519a-3p,YES1
hsa-miR-21-5p,YOD1
hsa-miR-141-3p,YWHAG
hsa-miR-1-3p,YWHAZ
hsa-miR-193b-3p,YWHAZ
hsa-miR-27a-3p,YWHAZ
hsa-miR-375,YWHAZ
hsa-miR-205-5p,YY1
hsa-miR-34a-5p,YY1
hsa-miR-34b-3p,YY1
hsa-miR-34c-5p,YY1
hsa-miR-7-5p,YY1
hsa-miR-375,YY1AP1
hsa-miR-34a-5p,ZAP70
hsa-miR-34b-3p,ZAP70
hsa-miR-34c-5p,ZAP70
hsa-miR-27a-3p,ZBTB10
hsa-miR-149-5p,ZBTB2
hsa-miR-106b-5p,ZBTB4
hsa-miR-130b-3p,ZBTB4
hsa-miR-17-5p,ZBTB4
hsa-miR-19a-3p,ZBTB4
hsa-miR-93-5p,ZBTB4
hsa-miR-26a-5p,ZCCHC11
hsa-miR-134-5p,ZDHHC9
hsa-miR-101-3p,ZEB1
hsa-miR-1236-3p,ZEB1
hsa-miR-130b-3p,ZEB1
hsa-miR-141-3p,ZEB1
hsa-miR-142-5p,ZEB1
hsa-miR-150-5p,ZEB1
hsa-miR-183-5p,ZEB1
hsa-miR-200a-3p,ZEB1
hsa-miR-200b-3p,ZEB1
hsa-miR-200c-3p,ZEB1
hsa-miR-205-5p,ZEB1
hsa-miR-23b-3p,ZEB1
hsa-miR-429,ZEB1
hsa-miR-494-3p,ZEB1
hsa-miR-539-5p,ZEB1
hsa-miR-591,ZEB1
hsa-miR-655-3p,ZEB1
hsa-miR-96-5p,ZEB1
hsa-miR-101-3p,ZEB2
hsa-miR-138-5p,ZEB2
hsa-miR-141-3p,ZEB2
hsa-miR-153-3p,ZEB2
hsa-miR-200a-3p,ZEB2
hsa-miR-200b-3p,ZEB2
hsa-miR-200c-3p,ZEB2
hsa-miR-203a-3p,ZEB2
hsa-miR-205-5p,ZEB2
hsa-miR-215-5p,ZEB2
hsa-miR-221-3p,ZEB2
hsa-miR-335-5p,ZEB2
hsa-miR-338-3p,ZEB2
hsa-miR-429,ZEB2
hsa-miR-4782-3p,ZEB2
hsa-miR-708-5p,ZEB2
hsa-miR-29a-3p,ZFP36
hsa-miR-346,ZFP36
hsa-miR-183-5p,ZFPM1
hsa-miR-200c-3p,ZFPM1
hsa-miR-141-3p,ZFPM2
hsa-miR-200a-3p,ZFPM2
hsa-miR-200b-3p,ZFPM2
hsa-miR-200c-3p,ZFPM2
hsa-miR-429,ZFPM2
hsa-miR-199a-3p,ZHX1
hsa-miR-139-5p,ZHX2
hsa-miR-155-5p,ZIC3
hsa-miR-141-3p,ZMPSTE24
hsa-miR-203a-3p,ZNF148
hsa-miR-100-5p,ZNF215
hsa-miR-200c-3p,ZNF217
hsa-miR-24-3p,ZNF217
hsa-miR-338-3p,ZNF238
hsa-miR-155-5p,ZNF254
hsa-miR-155-5p,ZNF28
hsa-miR-122-5p,ZNF395
hsa-miR-525-3p,ZNF395
hsa-miR-155-5p,ZNF611
hsa-miR-155-5p,ZNF652
hsa-miR-181a-5p,ZNF763
hsa-miR-137,ZNF804A
hsa-miR-17-5p,ZNFX1
hsa-miR-508-5p,ZNRD1
hsa-miR-127-3p,ZWINT
hsa-miR-16-5p,ZYX
