mir,gene
hsa-miR-383-5p,IRF1
hsa-miR-20a-5p,IRF2
hsa-miR-125b-5p,IRF4
hsa-miR-22-3p,IRF5
hsa-miR-105-5p,IRS1
hsa-miR-126-3p,IRS1
hsa-miR-145-5p,IRS1
hsa-miR-148a-3p,IRS1
hsa-miR-152-3p,IRS1
hsa-miR-7-5p,IRS1
hsa-let-7b-5p,IRS2
hsa-miR-135a-5p,IRS2
hsa-miR-145-5p,IRS2
hsa-miR-33a-5p,IRS2
hsa-miR-7-5p,IRS2
hsa-miR-210-3p,ISCU
hsa-miR-21-5p,ISCU
hsa-miR-128-3p,ISL1
hsa-miR-106b-5p,ITCH
hsa-miR-29a-3p,ITGA11
hsa-miR-148a-3p,ITGA5
hsa-miR-148b-3p,ITGA5
hsa-miR-152-3p,ITGA5
hsa-miR-205-5p,ITGA5
hsa-miR-31-5p,ITGA5
hsa-miR-92a-3p,ITGA5
hsa-miR-29a-3p,ITGA6
hsa-miR-29b-3p,ITGA6
hsa-miR-29c-3p,ITGA6
hsa-miR-194-5p,ITGA9
hsa-miR-124-3p,ITGB1
hsa-miR-130b-3p,ITGB1
hsa-miR-134-5p,ITGB1
hsa-miR-183-5p,ITGB1
hsa-miR-29b-3p,ITGB1
hsa-miR-9-3p,ITGB1
hsa-let-7a-5p,ITGB3
hsa-let-7c-5p,ITGB3
hsa-miR-124-3p,ITGB3
hsa-miR-320a,ITGB3
hsa-miR-145-5p,ITGB8
hsa-miR-148a-3p,ITGB8
hsa-miR-17-5p,ITGB8
hsa-miR-20a-5p,ITGB8
hsa-miR-93-5p,ITGB8
hsa-miR-204-5p,ITPR1
hsa-miR-211-5p,ITPR1
hsa-miR-34b-3p,ITPR1
hsa-miR-34c-5p,ITPR1
hsa-miR-448,ITPR1
hsa-miR-449a,ITPR1
hsa-miR-494-3p,ITPR1
hsa-miR-194-5p,ITSN1
hsa-miR-124-3p,JAG1
hsa-miR-199a-5p,JAG1
hsa-miR-199b-5p,JAG1
hsa-miR-214-3p,JAG1
hsa-miR-21-5p,JAG1
hsa-miR-34a-5p,JAG1
hsa-miR-34b-3p,JAG1
hsa-miR-524-5p,JAG1
hsa-miR-106b-5p,JAK1
hsa-miR-107,JAK1
hsa-miR-17-5p,JAK1
hsa-miR-135a-5p,JAK2
hsa-miR-17-5p,Jak2
hsa-miR-375,JAK2
hsa-miR-155-5p,Jarid2
hsa-miR-21-5p,JMY
hsa-miR-24-3p,JPH2
hsa-miR-139-5p,JUN
hsa-miR-155-5p,JUN
hsa-miR-203a-3p,JUN
hsa-miR-663a,JUNB
hsa-miR-663a,JUND
hsa-miR-106b-5p,KAT2B
hsa-miR-17-5p,KAT2B
hsa-miR-181a-5p,KAT2B
hsa-miR-181b-5p,KAT2B
hsa-miR-25-3p,KAT2B
hsa-miR-32-5p,KAT2B
hsa-miR-93-5p,KAT2B
hsa-miR-155-5p,KBTBD2
hsa-miR-210-3p,KCMF1
hsa-miR-1-3p,KCNE1
hsa-miR-296-3p,KCNH1
hsa-miR-34a-5p,KCNH1
hsa-miR-133a-3p,KCNH2
hsa-miR-133b,KCNH2
hsa-miR-205-5p,KCNJ10
hsa-miR-1-3p,KCNJ2
hsa-miR-212-3p,KCNJ2
hsa-miR-211-5p,KCNMA1
hsa-miR-133a-3p,KCNQ1
hsa-miR-375,KCNQ2
hsa-miR-190a-5p,KCNQ5
hsa-miR-137,KDM1A
hsa-miR-329-3p,KDM1A
hsa-miR-155-5p,KDM3A
hsa-miR-627-5p,KDM3A
hsa-miR-34a-5p,KDM4A
hsa-miR-941,KDM6B
hsa-miR-1236-3p,KDR
hsa-miR-15b-5p,KDR
hsa-miR-16-5p,KDR
hsa-miR-17-3p,KDR
hsa-miR-200b-3p,KDR
hsa-miR-200c-3p,KDR
hsa-miR-141-3p,KEAP1
hsa-miR-200a-3p,KEAP1
hsa-miR-27b-3p,KHSRP
hsa-miR-155-5p,KIAA0430
hsa-miR-375,KIAA1524
hsa-miR-192-5p,KIF20B
hsa-miR-424-5p,KIF23
hsa-miR-1-3p,KIF2A
hsa-miR-183-5p,KIF2A
hsa-miR-203a-3p,KIF2A
hsa-miR-203a-3p,KIF5B
hsa-miR-137,KIT
hsa-miR-146b-5p,KIT
hsa-miR-199b-5p,KIT
hsa-miR-19a-3p,KIT
hsa-miR-20a-5p,KIT
hsa-miR-221-3p,KIT
hsa-miR-222-3p,KIT
hsa-miR-34a-5p,KIT
hsa-miR-199a-5p,KL
hsa-miR-34a-5p,KLB
hsa-miR-141-3p,KLF11
hsa-miR-200a-3p,KLF11
hsa-miR-200b-3p,KLF11
hsa-miR-200c-3p,KLF11
hsa-miR-429,KLF11
hsa-miR-125a-5p,KLF13
hsa-miR-125b-5p,KLF13
hsa-miR-302d-3p,KLF13
hsa-miR-372-3p,KLF13
hsa-miR-9-5p,KLF17
hsa-miR-92a-3p,KLF2
hsa-miR-23a-3p,KLF3
hsa-miR-103a-3p,KLF4
hsa-miR-107,KLF4
hsa-miR-10b-5p,KLF4
hsa-miR-128-3p,KLF4
hsa-miR-130a-3p,KLF4
hsa-miR-135b-5p,KLF4
hsa-miR-137,KLF4
hsa-miR-145-5p,KLF4
hsa-miR-152-3p,KLF4
hsa-miR-15a-5p,KLF4
hsa-miR-25-3p,KLF4
hsa-miR-29a-3p,KLF4
hsa-miR-34a-5p,KLF4
hsa-miR-7-5p,KLF4
hsa-miR-143-3p,KLF5
hsa-miR-145-5p,KLF5
hsa-miR-124-3p,KLF6
hsa-miR-181a-5p,KLF6
hsa-miR-200c-3p,KLF9
hsa-miR-132-3p,KLHL11
hsa-miR-141-3p,KLHL20
hsa-miR-200a-3p,KLHL20
hsa-miR-200b-3p,KLHL20
hsa-miR-200c-3p,KLHL20
hsa-miR-429,KLHL20
hsa-miR-155-5p,KLHL5
hsa-let-7f-5p,KLK10
hsa-miR-224-5p,KLK10
hsa-let-7f-5p,KLK6
hsa-miR-128b,KMT2A
hsa-miR-30d-5p,KPNB1
hsa-let-7a-5p,KRAS
hsa-let-7g-5p,KRAS
hsa-miR-126-3p,KRAS
hsa-miR-134-5p,KRAS
hsa-miR-143-3p,KRAS
hsa-miR-152-3p,KRAS
hsa-miR-16-5p,KRAS
hsa-miR-181a-5p,KRAS
hsa-miR-181c-5p,KRAS
hsa-miR-18a-3p,KRAS
hsa-miR-193b-3p,KRAS
hsa-miR-200c-3p,KRAS
hsa-miR-206,KRAS
hsa-miR-216b-5p,KRAS
hsa-miR-217,KRAS
hsa-miR-224-5p,KRAS
hsa-miR-27a-3p,KRAS
hsa-miR-340-5p,KRAS
hsa-miR-365a-3p,KRAS
hsa-miR-433-3p,KRAS
hsa-miR-452-5p,KRAS
hsa-miR-487b-3p,KRAS
hsa-miR-622,KRAS
hsa-miR-96-5p,KRAS
hsa-miR-145-5p,KREMEN1
hsa-miR-431-5p,KREMEN1
hsa-miR-29a-3p,KREMEN2
hsa-miR-196a-5p,KRT5
hsa-miR-498,KRTAP5-9
hsa-miR-378a-3p,KSR1
hsa-miR-146a-5p,L1CAM
hsa-miR-34a-5p,L1CAM
hsa-miR-218-5p,LAMB3
hsa-miR-124-3p,LAMC1
hsa-miR-140-5p,LAMC1
hsa-miR-205-5p,LAMC1
hsa-miR-29c-3p,LAMC1
hsa-miR-146a-5p,LAMC2
hsa-miR-199b-5p,LAMC2
hsa-miR-29a-3p,LAMC2
hsa-miR-29b-3p,LAMC2
hsa-miR-29c-3p,LAMC2
hsa-miR-23a-3p,LAMP1
hsa-miR-501-5p,LAMTOR5
hsa-miR-520b,LAMTOR5
hsa-miR-1-3p,LARP4
hsa-miR-133a-3p,LASP1
hsa-miR-1-3p,LASP1
hsa-miR-203a-3p,LASP1
hsa-miR-218-5p,LASP1
hsa-miR-107,LATS2
hsa-miR-181b-5p,LATS2
hsa-miR-25-3p,LATS2
hsa-miR-31-5p,LATS2
hsa-miR-372-3p,LATS2
hsa-miR-373-3p,LATS2
hsa-miR-93-5p,LATS2
hsa-miR-138-5p,LCN2
hsa-miR-615-3p,LCOR
hsa-miR-155-5p,LCORL
hsa-miR-210-3p,LDHA
hsa-miR-23a-3p,LDHA
hsa-miR-24-3p,LDHA
hsa-miR-34a-5p,LDHA
hsa-miR-210-3p,LDHB
hsa-miR-23a-3p,LDHB
hsa-miR-24-3p,LDHB
hsa-miR-375,LDHB
hsa-miR-17-5p,LDLR
hsa-miR-27a-3p,LDLR
hsa-miR-155-5p,LDOC1
hsa-miR-218-5p,LEF1
hsa-miR-34a-5p,LEF1
hsa-miR-34c-3p,LEF1
hsa-miR-449a,LEF1
hsa-miR-452-5p,LEF1
hsa-miR-302a-3p,LEFTY1
hsa-miR-302d-3p,LEFTY1
hsa-miR-372-3p,LEFTY1
hsa-miR-373-3p,LEFTY1
hsa-miR-302a-3p,LEFTY2
hsa-miR-302d-3p,LEFTY2
hsa-miR-373-3p,LEFTY2
hsa-miR-125a-5p,LFNG
hsa-miR-22-3p,LGALS1
hsa-miR-424-3p,LGALS3
hsa-miR-596,LGALS3BP
hsa-miR-142-3p,LGR5
hsa-miR-513a-3p,LHCGR
hsa-miR-199a-5p,LIF
hsa-miR-223-3p,LIF
hsa-miR-346,LIF
hsa-miR-125a-5p,LIFR
hsa-miR-203a-3p,LIFR
hsa-miR-143-3p,LIMK1
hsa-miR-20a-5p,LIMK1
hsa-let-7a-5p,LIN28A
hsa-let-7b-5p,LIN28A
hsa-let-7e-5p,LIN28A
hsa-miR-125a-5p,LIN28A
hsa-miR-125b-5p,LIN28A
hsa-miR-128-3p,LIN28A
hsa-miR-370-3p,LIN28A
hsa-let-7b-5p,LIN28B
hsa-miR-125b-5p,LIN28B
hsa-miR-26a-5p,LIN28B
hsa-let-7a-5p,lin-41
hsa-miR-199a-5p,LIN7A
hsa-miR-125b-5p,LIPA
hsa-miR-192-5p,LMNB2
hsa-miR-223-3p,LMO2
hsa-miR-155-5p,LNX2
hsa-miR-200b-3p,LOX
hsa-miR-29a-3p,LOX
hsa-miR-29b-3p,LOX
hsa-miR-29c-3p,LOX
hsa-miR-767-5p,LOX
hsa-miR-29b-3p,LOXL2
hsa-miR-29b-3p,LOXL4
hsa-miR-200c-3p,LPAR1
hsa-miR-23a-3p,LPAR1
hsa-miR-223-3p,Lpin2
hsa-miR-29a-3p,LPL
hsa-miR-142-3p,LPP
hsa-miR-335-5p,LRG1
hsa-miR-155-5p,LRIF1
hsa-miR-205-5p,LRP1
hsa-miR-126-3p,LRP6
hsa-miR-183-5p,LRP6
hsa-miR-202-3p,LRP6
hsa-miR-142-3p,LRRC32
hsa-miR-182-5p,LRRC4
hsa-miR-155-5p,LRRC59
hsa-miR-191-5p,LRRC8A
hsa-miR-21-5p,LRRFIP1
hsa-miR-205-5p,LRRK2
hsa-miR-196a-5p,LSP1
hsa-miR-214-3p,LTF
hsa-miR-145-5p,LYPLA2
hsa-miR-135b-5p,LZTS1
hsa-miR-214-3p,LZTS1
hsa-miR-204-5p,M6PR
hsa-miR-211-5p,M6PR
hsa-miR-143-3p,MACC1
hsa-miR-338-3p,MACC1
hsa-miR-192-5p,MAD2L1
hsa-miR-28-5p,MAD2L1
hsa-miR-130a-3p,MAFB
hsa-miR-135b-5p,MAFB
hsa-miR-148a-3p,MAFB
hsa-miR-152-3p,MAFB
hsa-miR-155-5p,MAFB
hsa-miR-199a-5p,MAFB
hsa-miR-24-3p,MAFB
hsa-miR-425-5p,MAFB
hsa-miR-34a-5p,MAGEA12
hsa-miR-34a-5p,MAGEA2
hsa-miR-34a-5p,MAGEA3
hsa-miR-34a-5p,MAGEA6
hsa-miR-134-5p,MAGI2
hsa-miR-487b-3p,MAGI2
hsa-miR-655-3p,MAGI2
hsa-miR-9-5p,MALAT1
hsa-miR-125b-5p,MAN1B1
hsa-miR-22-3p,MAOA
hsa-miR-338-3p,MAP1A
hsa-miR-204-5p,MAP1LC3B
hsa-miR-181a-5p,MAP2K1
hsa-miR-181b-5p,MAP2K1
hsa-miR-1826,MAP2K1
hsa-miR-204-5p,MAP2K1
hsa-miR-211-5p,MAP2K1
hsa-miR-34a-5p,MAP2K1
hsa-miR-34b-3p,MAP2K1
hsa-miR-34c-5p,MAP2K1
hsa-miR-424-5p,MAP2K1
hsa-miR-448,MAP2K1
hsa-miR-449a,MAP2K1
hsa-miR-494-3p,MAP2K1
hsa-miR-497-5p,MAP2K1
hsa-miR-20a-5p,MAP2K3
hsa-miR-214-3p,MAP2K3
hsa-miR-21-5p,MAP2K3
hsa-miR-27a-3p,MAP2K4
hsa-miR-92a-3p,MAP2K4
hsa-miR-145-5p,MAP2K6
hsa-miR-493-3p,MAP2K7
hsa-miR-155-5p,MAP3K10
hsa-miR-181b-5p,MAP3K10
hsa-miR-138-5p,MAP3K11
hsa-miR-199a-5p,MAP3K11
hsa-miR-17-5p,MAP3K12
hsa-miR-20a-5p,MAP3K12
hsa-miR-155-5p,MAP3K14
hsa-miR-520e,MAP3K14
hsa-miR-26a-5p,MAP3K2
hsa-miR-520b,MAP3K2
hsa-miR-20a-5p,MAP3K5
hsa-miR-10a-5p,MAP3K7
hsa-miR-370-3p,MAP3K8
hsa-miR-375,MAP3K8
hsa-miR-24-3p,MAP3K9
hsa-let-7c-5p,MAP4K3
hsa-miR-141-3p,MAP4K4
hsa-miR-31-5p,MAP4K4
hsa-miR-520e,MAP4K4
hsa-miR-16-5p,MAP7
hsa-miR-132-3p,MAPK1
hsa-miR-181a-5p,MAPK1
hsa-miR-199a-3p,MAPK1
hsa-miR-214-3p,MAPK1
hsa-miR-28-5p,MAPK1
hsa-miR-320a,MAPK1
hsa-miR-335-5p,MAPK1
hsa-miR-378a-3p,MAPK1
hsa-miR-122-5p,MAPK11
hsa-miR-124-3p,MAPK14
hsa-miR-125b-5p,MAPK14
hsa-miR-128-3p,MAPK14
hsa-miR-141-3p,MAPK14
hsa-miR-200a-3p,MAPK14
hsa-miR-24-3p,MAPK14
hsa-miR-483-5p,MAPK3
hsa-miR-127-3p,MAPK4
hsa-miR-143-3p,MAPK7
hsa-miR-214-3p,MAPK8
hsa-miR-92a-3p,MAPK8
hsa-miR-106a-5p,MAPK9
hsa-miR-141-3p,MAPK9
hsa-miR-17-5p,MAPK9
hsa-miR-20b-5p,MAPK9
hsa-miR-10b-5p,MAPRE1
hsa-miR-92a-3p,MAPRE1
hsa-miR-34c-5p,MAPT
hsa-miR-21-5p,MARCKS
hsa-miR-23b-3p,MARCKS
hsa-miR-190a-5p,MARK2
hsa-miR-155-5p,MASTL
hsa-miR-485-3p,MAT1A
hsa-miR-495-3p,MAT1A
hsa-miR-664a-3p,MAT1A
hsa-miR-21-3p,MAT2A
hsa-miR-21-3p,MAT2B
hsa-miR-155-5p,MATR3
hsa-miR-200b-3p,MATR3
hsa-miR-193b-3p,MAX
hsa-miR-34c-5p,MAZ
hsa-miR-195-5p,MBD1
hsa-miR-221-5p,MBD2
hsa-miR-224-5p,MBD2
hsa-miR-302a-3p,MBD2
hsa-miR-373-3p,MBD2
hsa-miR-302d-3p,MBNL2
hsa-miR-372-3p,MBNL2
hsa-miR-155-5p,MBNL3
hsa-miR-329-3p,MCAM
hsa-miR-573,MCAM
hsa-miR-494-3p,MCC
hsa-miR-101-3p,MCL1
hsa-miR-125b-5p,MCL1
hsa-miR-133a-3p,MCL1
hsa-miR-133b,MCL1
hsa-miR-139-5p,MCL1
hsa-miR-148b-5p,MCL1
hsa-miR-153-3p,MCL1
hsa-miR-181a-5p,MCL1
hsa-miR-181b-5p,MCL1
hsa-miR-193a-3p,MCL1
hsa-miR-193b-3p,MCL1
hsa-miR-20a-5p,MCL1
hsa-miR-26a-5p,MCL1
hsa-miR-29a-3p,MCL1
hsa-miR-29b-3p,MCL1
hsa-miR-29c-3p,MCL1
hsa-miR-320a,MCL1
hsa-miR-512-5p,MCL1
hsa-miR-518a-5p,MCL1
hsa-miR-582-5p,MCL1
hsa-miR-661,MCL1
hsa-miR-876-3p,MCL1
hsa-miR-886-3p,MCL1
hsa-miR-892b,MCL1
hsa-miR-185-5p,MCM10
hsa-miR-192-5p,MCM10
hsa-miR-1296-5p,MCM2
hsa-miR-31-5p,MCM2
hsa-miR-147a,MCM3
hsa-miR-147b,MCM3
hsa-miR-210-3p,MCM3
hsa-miR-885-5p,MCM5
hsa-miR-155-5p,MCM8
hsa-miR-143-3p,MDM2
hsa-miR-145-5p,MDM2
hsa-miR-17-5p,MDM2
hsa-miR-18b-5p,MDM2
hsa-miR-221-3p,MDM2
hsa-miR-25-3p,MDM2
hsa-miR-32-5p,MDM2
hsa-miR-410-3p,MDM2
hsa-miR-605-5p,MDM2
hsa-miR-661,MDM2
hsa-miR-191-5p,MDM4
hsa-miR-34a-5p,MDM4
hsa-miR-661,MDM4
hsa-miR-122-5p,MECP2
hsa-miR-124-3p,MECP2
hsa-miR-155-5p,MECP2
hsa-miR-181c-5p,MECP2
hsa-miR-19a-3p,MECP2
hsa-miR-212-3p,MECP2
hsa-miR-30a-3p,MECP2
hsa-miR-340-5p,MECP2
hsa-miR-432-5p,MECP2
hsa-miR-802,MECP2
hsa-miR-205-5p,MED1
hsa-miR-208a-3p,MED13
hsa-miR-1-3p,MEF2A
hsa-miR-155-5p,MEF2A
hsa-miR-21-5p,MEF2C
hsa-miR-223-3p,MEF2C
hsa-miR-122-5p,MEF2D
hsa-miR-17-5p,MEF2D
hsa-miR-20a-5p,MEF2D
hsa-miR-125b-5p,MEGF9
hsa-miR-101-3p,MEIS1
hsa-miR-155-5p,MEIS1
hsa-miR-196b-5p,MEIS1
hsa-miR-204-5p,MEIS1
hsa-miR-495-3p,MEIS1
hsa-miR-204-5p,MEIS2
hsa-miR-24-3p,MEN1
hsa-miR-130a-3p,MEOX2
hsa-miR-221-3p,MEOX2
hsa-miR-301a-3p,MEOX2
hsa-miR-376a-3p,MEPE
hsa-miR-126-3p,MERTK
hsa-miR-335-5p,MERTK
hsa-miR-145-5p,MEST
hsa-miR-101-3p,MET
hsa-miR-133b,MET
hsa-miR-137,MET
hsa-miR-1-3p,MET
hsa-miR-144-3p,MET
hsa-miR-148a-3p,MET
hsa-miR-198,MET
hsa-miR-199a-3p,MET
hsa-miR-206,MET
hsa-miR-23b-3p,MET
hsa-miR-27a-3p,MET
hsa-miR-31-5p,MET
hsa-miR-340-5p,MET
hsa-miR-34a-5p,MET
hsa-miR-34b-3p,MET
hsa-miR-34b-5p,MET
hsa-miR-34c-5p,MET
hsa-miR-409-3p,MET
hsa-miR-410-3p,MET
hsa-miR-449a,MET
hsa-miR-449b-5p,MET
hsa-miR-7515,MET
hsa-miR-27b-3p,MFF
hsa-miR-106b-5p,MFN2
hsa-miR-181d-5p,MGMT
hsa-miR-221-3p,MGMT
hsa-miR-222-3p,MGMT
hsa-miR-370-3p,MGMT
hsa-miR-648,MGMT
hsa-miR-661,MGMT
hsa-miR-767-3p,MGMT
hsa-miR-302c-3p,MICA
hsa-miR-520b,MICA
hsa-miR-520c-3p,MICA
hsa-miR-135b-5p,MID1
hsa-miR-451a,MIF
hsa-miR-9-5p,MIRLET7D
hsa-miR-192-5p,MIS12
hsa-miR-101-3p,MITF
hsa-miR-137,MITF
hsa-miR-155-5p,MITF
hsa-miR-182-5p,MITF
hsa-miR-218-5p,MITF
hsa-miR-675-5p,MITF
hsa-miR-96-5p,MITF
hsa-miR-145-5p,MIXL1
hsa-miR-519d-3p,MKI67
hsa-miR-24-3p,MLEC
hsa-miR-155-5p,MLH1
hsa-miR-31-5p,MLH1
hsa-miR-140-5p,MMD
hsa-miR-145-5p,MMP1
hsa-miR-222-3p,MMP1
hsa-miR-203a-3p,MMP10
hsa-miR-125a-5p,MMP11
hsa-miR-145-5p,MMP12
hsa-miR-100-5p,MMP13
hsa-miR-125b-5p,MMP13
hsa-miR-127-3p,MMP13
hsa-miR-143-3p,MMP13
hsa-miR-27b-3p,MMP13
hsa-miR-9-5p,MMP13
hsa-miR-133a-3p,MMP14
hsa-miR-145-5p,MMP14
hsa-miR-24-3p,MMP14
hsa-miR-29b-3p,Mmp15
hsa-miR-29c-3p,Mmp15
hsa-miR-146b-5p,MMP16
hsa-miR-155-5p,MMP16
hsa-miR-31-5p,MMP16
hsa-miR-328-3p,MMP16
hsa-miR-106b-5p,MMP2
hsa-miR-17-5p,MMP2
hsa-miR-221-3p,MMP2
hsa-miR-29a-3p,MMP2
hsa-miR-29b-3p,MMP2
hsa-miR-29c-3p,MMP2
hsa-miR-451a,MMP2
hsa-miR-491-5p,MMP2
hsa-miR-708-5p,MMP2
hsa-miR-767-5p,MMP2
hsa-miR-29b-3p,MMP24
hsa-miR-29c-3p,MMP24
hsa-miR-126-3p,MMP7
hsa-miR-126-5p,MMP7
hsa-miR-148a-3p,MMP7
hsa-let-7e-5p,MMP9
hsa-miR-133b,MMP9
hsa-miR-29b-3p,MMP9
hsa-miR-338-3p,MMP9
hsa-miR-451a,MMP9
hsa-miR-491-5p,MMP9
hsa-miR-15a-5p,MN1
hsa-miR-210-3p,MNT
hsa-miR-1228-3p,MOAP1
hsa-miR-155-5p,MORC3
hsa-miR-1-3p,MPL
hsa-miR-151a-5p,MPL
hsa-miR-28-5p,MPL
hsa-miR-708-3p,MPL
hsa-miR-155-5p,MPP5
hsa-miR-31-5p,MPRIP
hsa-miR-1258,MRGPRF
hsa-miR-155-5p,MRPL18
hsa-miR-155-5p,MRPS27
hsa-miR-378a-3p,MSC
hsa-miR-155-5p,MSH2
hsa-miR-21-5p,MSH2
hsa-miR-326,MSH3
hsa-miR-155-5p,MSH6
hsa-miR-21-5p,MSH6
hsa-miR-19a-3p,MSMO1
hsa-miR-133a-3p,MSN
hsa-miR-200b-3p,MSN
hsa-miR-200c-3p,MSN
hsa-miR-27a-3p,Mstn
hsa-miR-23a-3p,MT2A
hsa-miR-30c-5p,MTA1
hsa-miR-559,MTA1
hsa-miR-661,MTA1
hsa-miR-146a-5p,MTA2
hsa-miR-34a-5p,MTA2
hsa-miR-495-3p,MTA3
hsa-miR-21-5p,MTAP
hsa-miR-135b-5p,MTCH2
hsa-miR-136-5p,MTDH
hsa-miR-137,MTDH
hsa-miR-26a-5p,MTDH
hsa-miR-30a-5p,MTDH
hsa-miR-375,MTDH
hsa-miR-542-3p,MTDH
hsa-miR-197-3p,MTHFD1
hsa-miR-9-5p,MTHFD1
hsa-miR-145-5p,MTMR14
hsa-miR-181a-5p,MTMR3
hsa-miR-99a-5p,MTMR3
hsa-miR-190b,MTMR6
hsa-let-7c-5p,MTOR
hsa-miR-100-5p,MTOR
hsa-miR-101-3p,MTOR
hsa-miR-144-3p,MTOR
hsa-miR-16-5p,MTOR
hsa-miR-199a-3p,MTOR
hsa-miR-373-3p,MTOR
hsa-miR-520c-3p,MTOR
hsa-miR-99a-5p,MTOR
hsa-miR-99b-5p,MTOR
hsa-let-7b-5p,MTPN
hsa-miR-124-3p,MTPN
hsa-miR-375,MTPN
hsa-miR-135a-5p,MTSS1
hsa-miR-182-5p,MTSS1
hsa-miR-30c-5p,MTTP
hsa-miR-30e-5p,MTTP
hsa-miR-1226-3p,MUC1
hsa-miR-125b-5p,MUC1
hsa-miR-145-5p,MUC1
hsa-miR-455-3p,MUC1
hsa-miR-150-5p,MUC4
hsa-miR-125b-5p,MXD1
hsa-miR-138-5p,MXD1
hsa-miR-19a-3p,MXD1
hsa-miR-19b-3p,MXD1
hsa-miR-155-5p,MXI1
hsa-miR-24-3p,MXI1
hsa-miR-27a-5p,MXI1
hsa-miR-103a-3p,MYB
hsa-miR-105-5p,MYB
hsa-miR-107,MYB
hsa-miR-150-3p,MYB
hsa-miR-150-5p,MYB
hsa-miR-155-5p,MYB
hsa-miR-15a-5p,MYB
hsa-miR-16-5p,MYB
hsa-miR-195-5p,MYB
hsa-miR-200a-3p,MYB
hsa-miR-200b-3p,MYB
hsa-miR-200c-3p,MYB
hsa-miR-34a-5p,MYB
hsa-miR-424-5p,MYB
hsa-miR-429,MYB
hsa-miR-155-5p,MYBL1
hsa-miR-221-3p,MYBL1
hsa-miR-149-3p,MYBL2
hsa-miR-30e-5p,MYBL2
hsa-let-7a-5p,MYC
hsa-let-7c-5p,MYC
hsa-let-7g-5p,MYC
hsa-miR-126-5p,MYC
hsa-miR-135a-5p,MYC
hsa-miR-145-5p,MYC
hsa-miR-155-5p,MYC
hsa-miR-17-5p,MYC
hsa-miR-184,MYC
hsa-miR-18a-5p,Myc
hsa-miR-20a-5p,MYC
hsa-miR-212-3p,MYC
hsa-miR-24-3p,MYC
hsa-miR-335-5p,MYC
hsa-miR-33a-5p,MYC
hsa-miR-34a-5p,MYC
hsa-miR-34b-3p,MYC
hsa-miR-34b-5p,MYC
hsa-miR-34c-5p,MYC
hsa-miR-373-3p,MYC
hsa-miR-378a-3p,MYC
hsa-miR-429,MYC
hsa-miR-449c-5p,MYC
hsa-miR-451a,MYC
hsa-miR-487b-3p,MYC
hsa-miR-494-3p,MYC
hsa-miR-744-5p,MYC
hsa-miR-98-5p,MYC
hsa-miR-22-3p,MYCBP
hsa-let-7e-5p,MYCN
hsa-miR-101-3p,MYCN
hsa-miR-19a-3p,MYCN
hsa-miR-19b-3p,MYCN
hsa-miR-202-3p,MYCN
hsa-miR-29a-3p,MYCN
hsa-miR-29b-3p,MYCN
hsa-miR-29c-3p,MYCN
hsa-miR-34a-5p,MYCN
hsa-miR-34b-3p,MYCN
hsa-miR-34c-5p,MYCN
hsa-miR-149-5p,MYD88
hsa-miR-155-5p,MYD88
hsa-miR-203a-3p,MYD88
hsa-miR-21-5p,MYD88
hsa-miR-23a-3p,MYH1
hsa-miR-23a-3p,MYH2
hsa-miR-23a-3p,MYH4
hsa-let-7f-5p,MYH9
hsa-miR-663a,MYL9
hsa-miR-106a-5p,MYLIP
hsa-miR-19b-3p,MYLIP
hsa-miR-20b-5p,MYLIP
hsa-miR-92a-3p,MYLIP
hsa-miR-155-5p,MYLK
hsa-miR-155-5p,MYO10
hsa-miR-145-5p,MYO5A
hsa-miR-143-3p,MYO6
hsa-miR-145-5p,MYO6
hsa-miR-27a-3p,MYT1
hsa-miR-185-5p,MZB1
hsa-miR-151a-5p,N4BP1
hsa-miR-28-5p,N4BP1
hsa-miR-708-3p,N4BP1
hsa-miR-17-5p,NABP1
hsa-miR-221-3p,NAIP
hsa-miR-26b-5p,NAMPT
hsa-miR-34a-5p,NAMPT
hsa-miR-128-3p,NANOG
hsa-miR-134-5p,NANOG
hsa-miR-145-5p,NANOG
hsa-miR-181a-3p,NANOG
hsa-miR-302a-3p,NANOG
hsa-miR-34a-5p,NANOG
hsa-miR-34b-3p,NANOG
hsa-miR-34c-5p,NANOG
hsa-miR-155-5p,NARS
hsa-miR-29a-3p,NASP
hsa-miR-29b-3p,NASP
hsa-miR-29a-3p,NAV3
hsa-miR-122-5p,NCAM1
hsa-miR-200c-3p,NCAM1
hsa-miR-210-3p,NCAM1
hsa-miR-21-5p,NCAPG
hsa-miR-22-3p,NCOA1
hsa-miR-17-5p,NCOA3
hsa-miR-29b-3p,NCOA3
hsa-miR-33a-5p,NCOA3
hsa-miR-100-5p,NCOR2
hsa-miR-10a-5p,NCOR2
hsa-miR-10b-5p,NCOR2
hsa-miR-125b-5p,NCOR2
hsa-miR-16-5p,NCOR2
hsa-miR-30c-5p,NCOR2
hsa-miR-186-5p,NCSTN
hsa-miR-24-3p,NCSTN
hsa-miR-455-5p,NCSTN
hsa-miR-1-3p,ND1
hsa-miR-182-5p,NDRG1
hsa-miR-145-5p,NDRG2
hsa-miR-650,NDRG2
hsa-miR-191-5p,NDST1
hsa-miR-24-3p,NDST1
hsa-miR-145-5p,NDUFA4
hsa-miR-147a,NDUFA4
hsa-miR-147b,NDUFA4
hsa-miR-210-3p,NDUFA4
hsa-miR-145-5p,NEDD9
